"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","psGARCH","exclosures","SF",0.22434427024687578,0,2,217,567,568,580,0.95,126,,3585
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","psGARCH","exclosures","SF",0.2741087773875447,0,2,217,567,568,580,0.95,126,,3585
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","psGARCH","exclosures","SF",0.2851343950511228,0,2,217,567,568,580,0.95,126,,3585
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","psGARCH","exclosures","SF",0.28757658532625124,0,2,217,567,568,580,0.95,126,,3585
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","psGARCH","exclosures","SF",0.2881175050652003,0,2,217,567,568,580,0.95,126,,3585
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","psGARCH","exclosures","SF",0.2882373117452799,0,2,217,567,568,580,0.95,126,,3585
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","psGARCH","exclosures","SF",0.28826384729583937,0,2,217,567,568,580,0.95,126,,3585
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","psGARCH","exclosures","SF",0.2882697245560685,0,2,217,567,568,580,0.95,126,,3585
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","psGARCH","exclosures","SF",0.28827102628837264,0,2,217,567,568,580,0.95,126,,3585
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","psGARCH","exclosures","SF",0.2882713146041656,0,2,217,567,568,580,0.95,126,,3585
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","psGARCH","exclosures","SF",0.28827137846214596,0,2,217,567,568,580,0.95,126,,3585
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","psGARCH","exclosures","SF",0.2882713926058098,0,2,217,567,568,580,0.95,126,,3585
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","psGARCH","exclosures","SF",0.28827139573843674,0,2,217,567,568,580,0.95,126,,3585
