"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","exclosures","PM",0.95,0,-1.68485165056452,1.68485165056452,3105,"3105.12",,566,2023-03-09,3,2023,122,217,565,566,577,1,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-2.38274005481504,2.38274005481504,3105,"3105.12",,567,2023-03-09,4,2023,122,217,565,566,577,2,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-2.91824866199404,2.91824866199404,3105,"3105.12",,568,2023-03-09,5,2023,122,217,565,566,577,3,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-3.36970330112905,3.36970330112905,3105,"3105.12",,569,2023-03-09,6,2023,122,217,565,566,577,4,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-3.76744282266499,3.76744282266499,3105,"3105.12",,570,2023-03-09,7,2023,122,217,565,566,577,5,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.12702683616911,4.12702683616911,3105,"3105.12",,571,2023-03-09,8,2023,122,217,565,566,577,6,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.45769846343042,4.45769846343042,3105,"3105.12",,572,2023-03-09,9,2023,122,217,565,566,577,7,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-4.76548010963008,4.76548010963008,3105,"3105.12",,573,2023-03-09,10,2023,122,217,565,566,577,8,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.05455495169357,5.05455495169357,3105,"3105.12",,574,2023-03-09,11,2023,122,217,565,566,577,9,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.32796873527801,5.32796873527801,3105,"3105.12",,575,2023-03-09,12,2023,122,217,565,566,577,10,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.58802075233351,5.58802075233351,3105,"3105.12",,576,2023-03-09,1,2024,122,217,565,566,577,11,,
"abundance","NaiveArima","exclosures","PM",0.95,0,-5.83649732398807,5.83649732398807,3105,"3105.12",,577,2023-03-09,2,2024,122,217,565,566,577,12,,
