"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","controls","PF",0.95,0,-2.46168062283298,2.46168062283298,2461,"2461.11",,554,2022-05-12,4,2022,94,217,555,554,567,-1,,
"abundance","AutoArima","controls","PF",0.95,0,-2.73517617223384,2.73517617223384,2461,"2461.11",,555,2022-05-12,4,2022,94,217,555,554,567,0,,
"abundance","AutoArima","controls","PF",0.95,0,-3.30031930782585,3.30031930782585,2461,"2461.11",,556,2022-05-12,5,2022,94,217,555,554,567,1,,
"abundance","AutoArima","controls","PF",0.95,0,-3.62904152856958,3.62904152856958,2461,"2461.11",,557,2022-05-12,6,2022,94,217,555,554,567,2,,
"abundance","AutoArima","controls","PF",0.95,0,-4.00045512932171,4.00045512932171,2461,"2461.11",,558,2022-05-12,7,2022,94,217,555,554,567,3,,
"abundance","AutoArima","controls","PF",0.95,0,-4.30617110091314,4.30617110091314,2461,"2461.11",,559,2022-05-12,8,2022,94,217,555,554,567,4,,
"abundance","AutoArima","controls","PF",0.95,0,-4.60785191297811,4.60785191297811,2461,"2461.11",,560,2022-05-12,9,2022,94,217,555,554,567,5,,
"abundance","AutoArima","controls","PF",0.95,0,-4.88300543040837,4.88300543040837,2461,"2461.11",,561,2022-05-12,10,2022,94,217,555,554,567,6,,
"abundance","AutoArima","controls","PF",0.95,0,-5.14734266865972,5.14734266865972,2461,"2461.11",,562,2022-05-12,11,2022,94,217,555,554,567,7,,
"abundance","AutoArima","controls","PF",0.95,0,-5.39684074723931,5.39684074723931,2461,"2461.11",,563,2022-05-12,12,2022,94,217,555,554,567,8,,
"abundance","AutoArima","controls","PF",0.95,0,-5.63624680676511,5.63624680676511,2461,"2461.11",,564,2022-05-12,1,2023,94,217,555,554,567,9,,
"abundance","AutoArima","controls","PF",0.95,0,-5.86542233580116,5.86542233580116,2461,"2461.11",,565,2022-05-12,2,2023,94,217,555,554,567,10,,
"abundance","AutoArima","controls","PF",0.95,0,-6.08620646844543,6.08620646844543,2461,"2461.11",,566,2022-05-12,3,2023,94,217,555,554,567,11,,
"abundance","AutoArima","controls","PF",0.95,0,-6.29914122133399,6.29914122133399,2461,"2461.11",,567,2022-05-12,4,2023,94,217,555,554,567,12,,
