"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","DO",0.95,0.54066629550126,0,2,3045,"3045.03",,565,2023-02-16,2,2023,119,217,564,565,576,1,,
"abundance","pevGARCH","exclosures","DO",0.95,0.815875444384957,0,3,3045,"3045.03",,566,2023-02-16,3,2023,119,217,564,565,576,2,,
"abundance","pevGARCH","exclosures","DO",0.95,0.613300163002224,0,2,3045,"3045.03",,567,2023-02-16,4,2023,119,217,564,565,576,3,,
"abundance","pevGARCH","exclosures","DO",0.95,0.295999368277995,0,2,3045,"3045.03",,568,2023-02-16,5,2023,119,217,564,565,576,4,,
"abundance","pevGARCH","exclosures","DO",0.95,0.196607588259037,0,1,3045,"3045.03",,569,2023-02-16,6,2023,119,217,564,565,576,5,,
"abundance","pevGARCH","exclosures","DO",0.95,0.175004884140826,0,1,3045,"3045.03",,570,2023-02-16,7,2023,119,217,564,565,576,6,,
"abundance","pevGARCH","exclosures","DO",0.95,0.110435585766881,0,1,3045,"3045.03",,571,2023-02-16,8,2023,119,217,564,565,576,7,,
"abundance","pevGARCH","exclosures","DO",0.95,0.142744250991922,0,1,3045,"3045.03",,572,2023-02-16,9,2023,119,217,564,565,576,8,,
"abundance","pevGARCH","exclosures","DO",0.95,0.156130571545027,0,1,3045,"3045.03",,573,2023-02-16,10,2023,119,217,564,565,576,9,,
"abundance","pevGARCH","exclosures","DO",0.95,0.257545086356934,0,2,3045,"3045.03",,574,2023-02-16,11,2023,119,217,564,565,576,10,,
"abundance","pevGARCH","exclosures","DO",0.95,0.411346440110868,0,2,3045,"3045.03",,575,2023-02-16,12,2023,119,217,564,565,576,11,,
"abundance","pevGARCH","exclosures","DO",0.95,0.499314775126939,0,2,3045,"3045.03",,576,2023-02-16,1,2024,119,217,564,565,576,12,,
