"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-14",1,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",19.15541010262,11,28,"2373.1",2373,NA,552,217,554,552,566,-2,NA,NA
"2022-04-14",3,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",18.4662243741486,8,30,"2373.1",2373,NA,553,217,554,552,566,-1,NA,NA
"2022-04-14",4,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",17.8973017509391,8,31,"2373.1",2373,NA,554,217,554,552,566,0,NA,NA
"2022-04-14",4,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",17.4216082642049,7,31,"2373.1",2373,NA,555,217,554,552,566,1,NA,NA
"2022-04-14",5,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",17.0179184493163,6,31,"2373.1",2373,NA,556,217,554,552,566,2,NA,NA
"2022-04-14",6,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.6693041218116,5,30,"2373.1",2373,NA,557,217,554,552,566,3,NA,NA
"2022-04-14",7,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.4123291061325,5,31,"2373.1",2373,NA,558,217,554,552,566,4,NA,NA
"2022-04-14",8,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.2046841248834,4,32,"2373.1",2373,NA,559,217,554,552,566,5,NA,NA
"2022-04-14",9,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.0365727251544,5,30,"2373.1",2373,NA,560,217,554,552,566,6,NA,NA
"2022-04-14",10,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",15.9207918471776,5,29,"2373.1",2373,NA,561,217,554,552,566,7,NA,NA
"2022-04-14",11,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",15.9299512330508,4,30,"2373.1",2373,NA,562,217,554,552,566,8,NA,NA
"2022-04-14",12,2022,"abundance","nbGARCH",90,0.95,"dm_controls","DM",15.9690619700603,4,30,"2373.1",2373,NA,563,217,554,552,566,9,NA,NA
"2022-04-14",1,2023,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.0104944780146,4,29,"2373.1",2373,NA,564,217,554,552,566,10,NA,NA
"2022-04-14",2,2023,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.0361411502722,4,30,"2373.1",2373,NA,565,217,554,552,566,11,NA,NA
"2022-04-14",3,2023,"abundance","nbGARCH",90,0.95,"dm_controls","DM",16.0500432577571,4,32,"2373.1",2373,NA,566,217,554,552,566,12,NA,NA
