"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH",0.95,"controls","DM",13.9484242545121,7,21,2753,2753.01,NA,558,2022-08-04,7,2022,106,217,558,558,570,0,NA,NA
"2","abundance","nbsGARCH",0.95,"controls","DM",13.3607237186421,5,23,2753,2753.01,NA,559,2022-08-04,8,2022,106,217,558,558,570,1,NA,NA
"3","abundance","nbsGARCH",0.95,"controls","DM",13.3189435222423,4,24,2753,2753.01,NA,560,2022-08-04,9,2022,106,217,558,558,570,2,NA,NA
"4","abundance","nbsGARCH",0.95,"controls","DM",13.8125626521322,4,26,2753,2753.01,NA,561,2022-08-04,10,2022,106,217,558,558,570,3,NA,NA
"5","abundance","nbsGARCH",0.95,"controls","DM",14.8205536130282,4,28,2753,2753.01,NA,562,2022-08-04,11,2022,106,217,558,558,570,4,NA,NA
"6","abundance","nbsGARCH",0.95,"controls","DM",16.0905487315265,4,30,2753,2753.01,NA,563,2022-08-04,12,2022,106,217,558,558,570,5,NA,NA
"7","abundance","nbsGARCH",0.95,"controls","DM",17.3272072840453,4,32,2753,2753.01,NA,564,2022-08-04,1,2023,106,217,558,558,570,6,NA,NA
"8","abundance","nbsGARCH",0.95,"controls","DM",18.1855946542093,5,33,2753,2753.01,NA,565,2022-08-04,2,2023,106,217,558,558,570,7,NA,NA
"9","abundance","nbsGARCH",0.95,"controls","DM",18.4149817276806,5,35,2753,2753.01,NA,566,2022-08-04,3,2023,106,217,558,558,570,8,NA,NA
"10","abundance","nbsGARCH",0.95,"controls","DM",17.8672866907074,5,34,2753,2753.01,NA,567,2022-08-04,4,2023,106,217,558,558,570,9,NA,NA
"11","abundance","nbsGARCH",0.95,"controls","DM",16.7894217745631,5,32,2753,2753.01,NA,568,2022-08-04,5,2023,106,217,558,558,570,10,NA,NA
"12","abundance","nbsGARCH",0.95,"controls","DM",15.5135266640937,4,30,2753,2753.01,NA,569,2022-08-04,6,2023,106,217,558,558,570,11,NA,NA
"13","abundance","nbsGARCH",0.95,"controls","DM",14.3900996540347,3,27,2753,2753.01,NA,570,2022-08-04,7,2023,106,217,558,558,570,12,NA,NA
