"","currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","AutoArima","controls","DM",0.95,21.6122739747916,13.7477306327343,29.4768173168489,2489,2489.01,NA,555,2022-05-19,4,2022,95,217,555,555,567,0,NA,NA
"2","abundance","AutoArima","controls","DM",0.95,20.3214007748675,11.2310800340902,29.4117215156448,2489,2489.01,NA,556,2022-05-19,5,2022,95,217,555,555,567,1,NA,NA
"3","abundance","AutoArima","controls","DM",0.95,19.6257568619407,9.37667735404424,29.8748363698371,2489,2489.01,NA,557,2022-05-19,6,2022,95,217,555,555,567,2,NA,NA
"4","abundance","AutoArima","controls","DM",0.95,18.9521364277862,7.9566109541133,29.9476619014591,2489,2489.01,NA,558,2022-05-19,7,2022,95,217,555,555,567,3,NA,NA
"5","abundance","AutoArima","controls","DM",0.95,18.4315944119803,6.90974286291601,29.9534459610446,2489,2489.01,NA,559,2022-05-19,8,2022,95,217,555,555,567,4,NA,NA
"6","abundance","AutoArima","controls","DM",0.95,17.9493622471302,6.06538838149553,29.8333361127648,2489,2489.01,NA,560,2022-05-19,9,2022,95,217,555,555,567,5,NA,NA
"7","abundance","AutoArima","controls","DM",0.95,17.5634638770126,5.41812311671968,29.7088046373056,2489,2489.01,NA,561,2022-05-19,10,2022,95,217,555,555,567,6,NA,NA
"8","abundance","AutoArima","controls","DM",0.95,17.2160472221016,4.88592672752197,29.5461677166812,2489,2489.01,NA,562,2022-05-19,11,2022,95,217,555,555,567,7,NA,NA
"9","abundance","AutoArima","controls","DM",0.95,16.9316358413751,4.46710617224222,29.396165510508,2489,2489.01,NA,563,2022-05-19,12,2022,95,217,555,555,567,8,NA,NA
"10","abundance","AutoArima","controls","DM",0.95,16.6802850214005,4.11943009345909,29.2411399493419,2489,2489.01,NA,564,2022-05-19,1,2023,95,217,555,555,567,9,NA,NA
"11","abundance","AutoArima","controls","DM",0.95,16.4714492707996,3.84033652156261,29.1025620200365,2489,2489.01,NA,565,2022-05-19,2,2023,95,217,555,555,567,10,NA,NA
"12","abundance","AutoArima","controls","DM",0.95,16.2890922763362,3.60725604222718,28.9709285104451,2489,2489.01,NA,566,2022-05-19,3,2023,95,217,555,555,567,11,NA,NA
"13","abundance","AutoArima","controls","DM",0.95,16.1361147681268,3.41725098829163,28.8549785479621,2489,2489.01,NA,567,2022-05-19,4,2023,95,217,555,555,567,12,NA,NA
