"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","NaiveArima","all","OL",3,-0.861716845876227,6.86171684587623,0.95,52,"52.06",,524,2019-11-22,10,2019,3,217,524,524,536,0,,
"abundance","NaiveArima","all","OL",3,-2.46129233748281,8.46129233748281,0.95,52,"52.06",,525,2019-11-22,11,2019,3,217,524,524,536,1,,
"abundance","NaiveArima","all","OL",3,-3.68868978150226,9.68868978150226,0.95,52,"52.06",,526,2019-11-22,12,2019,3,217,524,524,536,2,,
"abundance","NaiveArima","all","OL",3,-4.72343369175245,10.7234336917525,0.95,52,"52.06",,527,2019-11-22,1,2020,3,217,524,524,536,3,,
"abundance","NaiveArima","all","OL",3,-5.63506137723532,11.6350613772353,0.95,52,"52.06",,528,2019-11-22,2,2020,3,217,524,524,536,4,,
"abundance","NaiveArima","all","OL",3,-6.45923580350683,12.4592358035068,0.95,52,"52.06",,529,2019-11-22,3,2020,3,217,524,524,536,5,,
"abundance","NaiveArima","all","OL",3,-7.21714240793724,13.2171424079372,0.95,52,"52.06",,530,2019-11-22,4,2020,3,217,524,524,536,6,,
"abundance","NaiveArima","all","OL",3,-7.92258467496562,13.9225846749656,0.95,52,"52.06",,531,2019-11-22,5,2020,3,217,524,524,536,7,,
"abundance","NaiveArima","all","OL",3,-8.58515053762868,14.5851505376287,0.95,52,"52.06",,532,2019-11-22,6,2020,3,217,524,524,536,8,,
"abundance","NaiveArima","all","OL",3,-9.21182091161029,15.2118209116103,0.95,52,"52.06",,533,2019-11-22,7,2020,3,217,524,524,536,9,,
"abundance","NaiveArima","all","OL",3,-9.80786582436616,15.8078658243662,0.95,52,"52.06",,534,2019-11-22,8,2020,3,217,524,524,536,10,,
"abundance","NaiveArima","all","OL",3,-10.3773795630045,16.3773795630045,0.95,52,"52.06",,535,2019-11-22,9,2020,3,217,524,524,536,11,,
"abundance","NaiveArima","all","OL",3,-10.9236180991298,16.9236180991298,0.95,52,"52.06",,536,2019-11-22,10,2020,3,217,524,524,536,12,,
