"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","controls","DM",0.95,18.9003366406198,10.849057818712,26.9516154625276,2383,"2383.02",,552,2022-04-21,1,2022,91,217,554,552,566,-2,,
"abundance","AutoArima","controls","DM",0.95,19.0196586817749,9.4980049692805,28.5413123942692,2383,"2383.02",,553,2022-04-21,3,2022,91,217,554,552,566,-1,,
"abundance","AutoArima","controls","DM",0.95,19.0168620074059,8.06551679377772,29.968207221034,2383,"2383.02",,554,2022-04-21,4,2022,91,217,554,552,566,0,,
"abundance","AutoArima","controls","DM",0.95,19.0764541275269,7.01245218146686,31.140456073587,2383,"2383.02",,555,2022-04-21,4,2022,91,217,554,552,566,1,,
"abundance","AutoArima","controls","DM",0.95,19.0471640134466,5.85132192521194,32.2430061016813,2383,"2383.02",,556,2022-04-21,5,2022,91,217,554,552,566,2,,
"abundance","AutoArima","controls","DM",0.95,19.0524612225666,4.84917027362146,33.2557521715117,2383,"2383.02",,557,2022-04-21,6,2022,91,217,554,552,566,3,,
"abundance","AutoArima","controls","DM",0.95,19.0495097511588,3.89546775040146,34.2035517519161,2383,"2383.02",,558,2022-04-21,7,2022,91,217,554,552,566,4,,
"abundance","AutoArima","controls","DM",0.95,19.0519556980799,3.01000600335373,35.093905392806,2383,"2383.02",,559,2022-04-21,8,2022,91,217,554,552,566,5,,
"abundance","AutoArima","controls","DM",0.95,19.0509983763124,2.16447928026479,35.93751747236,2383,"2383.02",,560,2022-04-21,9,2022,91,217,554,552,566,6,,
"abundance","AutoArima","controls","DM",0.95,19.0513059162272,1.36163404186195,36.7409777905925,2383,"2383.02",,561,2022-04-21,10,2022,91,217,554,552,566,7,,
"abundance","AutoArima","controls","DM",0.95,19.0511282176317,0.592735929180947,37.5095205060824,2383,"2383.02",,562,2022-04-21,11,2022,91,217,554,552,566,8,,
"abundance","AutoArima","controls","DM",0.95,19.0512253002738,-0.14487367443402,38.2473242749816,2383,"2383.02",,563,2022-04-21,12,2022,91,217,554,552,566,9,,
"abundance","AutoArima","controls","DM",0.95,19.0511868859676,-0.85541169521689,38.9577854671521,2383,"2383.02",,564,2022-04-21,1,2023,91,217,554,552,566,10,,
"abundance","AutoArima","controls","DM",0.95,19.0512030969742,-1.54135058554487,39.6437567794932,2383,"2383.02",,565,2022-04-21,2,2023,91,217,554,552,566,11,,
"abundance","AutoArima","controls","DM",0.95,19.0511946074317,-2.20521018945464,40.3075994043181,2383,"2383.02",,566,2022-04-21,3,2023,91,217,554,552,566,12,,
