"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-06-30",4,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.385935138646382,0,2,"2642.18",2642,NA,555,217,557,555,569,-2,NA,NA
"2022-06-30",5,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.450040059386308,0,2,"2642.18",2642,NA,556,217,557,555,569,-1,NA,NA
"2022-06-30",6,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.342081727430235,0,2,"2642.18",2642,NA,557,217,557,555,569,0,NA,NA
"2022-06-30",7,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.209704346321229,0,2,"2642.18",2642,NA,558,217,557,555,569,1,NA,NA
"2022-06-30",8,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.132947265027255,0,1,"2642.18",2642,NA,559,217,557,555,569,2,NA,NA
"2022-06-30",9,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.0978706588141881,0,1,"2642.18",2642,NA,560,217,557,555,569,3,NA,NA
"2022-06-30",10,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.0899057323094219,0,1,"2642.18",2642,NA,561,217,557,555,569,4,NA,NA
"2022-06-30",11,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.103207165063344,0,1,"2642.18",2642,NA,562,217,557,555,569,5,NA,NA
"2022-06-30",12,2022,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.140545385630667,0,1,"2642.18",2642,NA,563,217,557,555,569,6,NA,NA
"2022-06-30",1,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.216301375919432,0,1,"2642.18",2642,NA,564,217,557,555,569,7,NA,NA
"2022-06-30",2,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.336559342982067,0,2,"2642.18",2642,NA,565,217,557,555,569,8,NA,NA
"2022-06-30",3,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.478286418629491,0,2,"2642.18",2642,NA,566,217,557,555,569,9,NA,NA
"2022-06-30",4,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.578123630778688,0,3,"2642.18",2642,NA,567,217,557,555,569,10,NA,NA
"2022-06-30",5,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.554141974899328,0,2,"2642.18",2642,NA,568,217,557,555,569,11,NA,NA
"2022-06-30",6,2023,"abundance","nbsGARCH",101,0.95,"exclosures","SH",0.410593276442475,0,2,"2642.18",2642,NA,569,217,557,555,569,12,NA,NA
