"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","all","SH",0.95,0.368658139683819,0,2,2952,"2952.21",,559,2022-10-06,8,2022,115,217,560,559,572,-1,,
"abundance","pevGARCH","all","SH",0.95,0.49764434353492,0,2,2952,"2952.21",,560,2022-10-06,9,2022,115,217,560,559,572,0,,
"abundance","pevGARCH","all","SH",0.95,0.547423535414113,0,2,2952,"2952.21",,561,2022-10-06,10,2022,115,217,560,559,572,1,,
"abundance","pevGARCH","all","SH",0.95,0.584410030901395,0,3,2952,"2952.21",,562,2022-10-06,11,2022,115,217,560,559,572,2,,
"abundance","pevGARCH","all","SH",0.95,0.722775527449229,0,3,2952,"2952.21",,563,2022-10-06,12,2022,115,217,560,559,572,3,,
"abundance","pevGARCH","all","SH",0.95,0.808684390445174,0,3,2952,"2952.21",,564,2022-10-06,1,2023,115,217,560,559,572,4,,
"abundance","pevGARCH","all","SH",0.95,2.52473966374279,0,8,2952,"2952.21",,565,2022-10-06,2,2023,115,217,560,559,572,5,,
"abundance","pevGARCH","all","SH",0.95,1.95657661417203,0,7,2952,"2952.21",,566,2022-10-06,3,2023,115,217,560,559,572,6,,
"abundance","pevGARCH","all","SH",0.95,1.25089346040249,0,5,2952,"2952.21",,567,2022-10-06,4,2023,115,217,560,559,572,7,,
"abundance","pevGARCH","all","SH",0.95,0.893745725781619,0,3,2952,"2952.21",,568,2022-10-06,5,2023,115,217,560,559,572,8,,
"abundance","pevGARCH","all","SH",0.95,0.760606819181316,0,3,2952,"2952.21",,569,2022-10-06,6,2023,115,217,560,559,572,9,,
"abundance","pevGARCH","all","SH",0.95,0.663632002561738,0,3,2952,"2952.21",,570,2022-10-06,7,2023,115,217,560,559,572,10,,
"abundance","pevGARCH","all","SH",0.95,0.615856926156718,0,3,2952,"2952.21",,571,2022-10-06,8,2023,115,217,560,559,572,11,,
"abundance","pevGARCH","all","SH",0.95,0.589840919080051,0,2,2952,"2952.21",,572,2022-10-06,9,2023,115,217,560,559,572,12,,
