"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","pevGARCH","controls","DM",20.2556232791809,12,30,0.95,2329,2329.01,NA,552,2022-03-31,1,2022,88,217,553,552,565,-1,NA,NA
"2","abundance","pevGARCH","controls","DM",20.2109495036684,10,32,0.95,2329,2329.01,NA,553,2022-03-31,3,2022,88,217,553,552,565,0,NA,NA
"3","abundance","pevGARCH","controls","DM",20.0576482021364,9,33,0.95,2329,2329.01,NA,554,2022-03-31,4,2022,88,217,553,552,565,1,NA,NA
"4","abundance","pevGARCH","controls","DM",19.3133687890618,8,35,0.95,2329,2329.01,NA,555,2022-03-31,4,2022,88,217,553,552,565,2,NA,NA
"5","abundance","pevGARCH","controls","DM",18.3311043592361,7,33,0.95,2329,2329.01,NA,556,2022-03-31,5,2022,88,217,553,552,565,3,NA,NA
"6","abundance","pevGARCH","controls","DM",17.0950506051158,6,32,0.95,2329,2329.01,NA,557,2022-03-31,6,2022,88,217,553,552,565,4,NA,NA
"7","abundance","pevGARCH","controls","DM",15.9224118488083,5,30,0.95,2329,2329.01,NA,558,2022-03-31,7,2022,88,217,553,552,565,5,NA,NA
"8","abundance","pevGARCH","controls","DM",15.1377274278007,5,29,0.95,2329,2329.01,NA,559,2022-03-31,8,2022,88,217,553,552,565,6,NA,NA
"9","abundance","pevGARCH","controls","DM",14.9117706924388,5,29,0.95,2329,2329.01,NA,560,2022-03-31,9,2022,88,217,553,552,565,7,NA,NA
"10","abundance","pevGARCH","controls","DM",15.1367633740452,4,28,0.95,2329,2329.01,NA,561,2022-03-31,10,2022,88,217,553,552,565,8,NA,NA
"11","abundance","pevGARCH","controls","DM",15.7099906649759,4,29,0.95,2329,2329.01,NA,562,2022-03-31,11,2022,88,217,553,552,565,9,NA,NA
"12","abundance","pevGARCH","controls","DM",16.5867116997718,4,31,0.95,2329,2329.01,NA,563,2022-03-31,12,2022,88,217,553,552,565,10,NA,NA
"13","abundance","pevGARCH","controls","DM",17.4102561496325,4,32,0.95,2329,2329.01,NA,564,2022-03-31,1,2023,88,217,553,552,565,11,NA,NA
"14","abundance","pevGARCH","controls","DM",17.9648781596377,4,34,0.95,2329,2329.01,NA,565,2022-03-31,2,2023,88,217,553,552,565,12,NA,NA
