"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","exclosures","PP",19.82887670483884,11,29,217,567,568,580,0.95,126,,3536
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","exclosures","PP",17.793397116159824,8,29,217,567,568,580,0.95,126,,3536
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","exclosures","PP",15.970682827156555,6,29,217,567,568,580,0.95,126,,3536
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","exclosures","PP",14.35922434648714,4,30,217,567,568,580,0.95,126,,3536
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","exclosures","PP",13.13274292983397,3,27,217,567,568,580,0.95,126,,3536
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","exclosures","PP",12.256339975058298,2,26,217,567,568,580,0.95,126,,3536
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","exclosures","PP",11.509406347808532,2,26,217,567,568,580,0.95,126,,3536
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","exclosures","PP",11.079933384377354,2,25,217,567,568,580,0.95,126,,3536
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","exclosures","PP",10.98101443994051,1,26,217,567,568,580,0.95,126,,3536
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","exclosures","PP",11.481633598520418,1,27,217,567,568,580,0.95,126,,3536
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","exclosures","PP",12.599184726151336,1,30,217,567,568,580,0.95,126,,3536
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","exclosures","PP",12.909510608191725,1,29,217,567,568,580,0.95,126,,3536
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","exclosures","PP",12.592786954226742,1,29,217,567,568,580,0.95,126,,3536
