"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","all","PL",0.95,0.175810877393191,-1.99297652353298,2.34459827831936,2956,"2956.13",,559,2022-10-13,8,2022,116,217,560,559,572,-1,,
"abundance","AutoArima","all","PL",0.95,0.296008325263946,-2.2166424030411,2.80865905356899,2956,"2956.13",,560,2022-10-13,9,2022,116,217,560,559,572,0,,
"abundance","AutoArima","all","PL",0.95,0.409894768155435,-2.2698670193883,3.08965655569917,2956,"2956.13",,561,2022-10-13,10,2022,116,217,560,559,572,1,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,562,2022-10-13,11,2022,116,217,560,559,572,2,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,563,2022-10-13,12,2022,116,217,560,559,572,3,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,564,2022-10-13,1,2023,116,217,560,559,572,4,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,565,2022-10-13,2,2023,116,217,560,559,572,5,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,566,2022-10-13,3,2023,116,217,560,559,572,6,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,567,2022-10-13,4,2023,116,217,560,559,572,7,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,568,2022-10-13,5,2023,116,217,560,559,572,8,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,569,2022-10-13,6,2023,116,217,560,559,572,9,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,570,2022-10-13,7,2023,116,217,560,559,572,10,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,571,2022-10-13,8,2023,116,217,560,559,572,11,,
"abundance","AutoArima","all","PL",0.95,0.47134608273305,-2.28620973924362,3.22890190470972,2956,"2956.13",,572,2022-10-13,9,2023,116,217,560,559,572,12,,
