"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-05-05",4,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-8.86823681246374,8.86823681246374,"2444.10",2444,NA,554,217,555,554,567,-1,NA,NA
"2022-05-05",4,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-12.5415807745226,12.5415807745226,"2444.10",2444,NA,555,217,555,554,567,0,NA,NA
"2022-05-05",5,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-15.3602367327399,15.3602367327399,"2444.10",2444,NA,556,217,555,554,567,1,NA,NA
"2022-05-05",6,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-17.7364736249275,17.7364736249275,"2444.10",2444,NA,557,217,555,554,567,2,NA,NA
"2022-05-05",7,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-19.829980353235,19.829980353235,"2444.10",2444,NA,558,217,555,554,567,3,NA,NA
"2022-05-05",8,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-21.7226551087021,21.7226551087021,"2444.10",2444,NA,559,217,555,554,567,4,NA,NA
"2022-05-05",9,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-23.4631491734072,23.4631491734072,"2444.10",2444,NA,560,217,555,554,567,5,NA,NA
"2022-05-05",10,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-25.0831615490451,25.0831615490451,"2444.10",2444,NA,561,217,555,554,567,6,NA,NA
"2022-05-05",11,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-26.6047104373912,26.6047104373912,"2444.10",2444,NA,562,217,555,554,567,7,NA,NA
"2022-05-05",12,2022,"abundance","NaiveArima","all","PF",93,0.95,0,-28.0438271571369,28.0438271571369,"2444.10",2444,NA,563,217,555,554,567,8,NA,NA
"2022-05-05",1,2023,"abundance","NaiveArima","all","PF",93,0.95,0,-29.4126140589596,29.4126140589596,"2444.10",2444,NA,564,217,555,554,567,9,NA,NA
"2022-05-05",2,2023,"abundance","NaiveArima","all","PF",93,0.95,0,-30.7204734654797,30.7204734654797,"2444.10",2444,NA,565,217,555,554,567,10,NA,NA
"2022-05-05",3,2023,"abundance","NaiveArima","all","PF",93,0.95,0,-31.9748825502953,31.9748825502953,"2444.10",2444,NA,566,217,555,554,567,11,NA,NA
"2022-05-05",4,2023,"abundance","NaiveArima","all","PF",93,0.95,0,-33.1819037770155,33.1819037770155,"2444.10",2444,NA,567,217,555,554,567,12,NA,NA
