"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"all","PP",154.292520403171,14,423,2702,"2702.15",,555,2022-07-21,4,2022,104,217,557,555,569,-2,,
"abundance","nbGARCH",0.95,"all","PP",132.498780794912,7,462,2702,"2702.15",,556,2022-07-21,5,2022,104,217,557,555,569,-1,,
"abundance","nbGARCH",0.95,"all","PP",119.365413149393,5,428,2702,"2702.15",,557,2022-07-21,6,2022,104,217,557,555,569,0,,
"abundance","nbGARCH",0.95,"all","PP",110.874212853042,4,363,2702,"2702.15",,558,2022-07-21,7,2022,104,217,557,555,569,1,,
"abundance","nbGARCH",0.95,"all","PP",105.178172321461,3,371,2702,"2702.15",,559,2022-07-21,8,2022,104,217,557,555,569,2,,
"abundance","nbGARCH",0.95,"all","PP",101.404058771122,3,382,2702,"2702.15",,560,2022-07-21,9,2022,104,217,557,555,569,3,,
"abundance","nbGARCH",0.95,"all","PP",98.7611524798184,2,335,2702,"2702.15",,561,2022-07-21,10,2022,104,217,557,555,569,4,,
"abundance","nbGARCH",0.95,"all","PP",96.9827654078167,3,279,2702,"2702.15",,562,2022-07-21,11,2022,104,217,557,555,569,5,,
"abundance","nbGARCH",0.95,"all","PP",95.9483822953386,2,324,2702,"2702.15",,563,2022-07-21,12,2022,104,217,557,555,569,6,,
"abundance","nbGARCH",0.95,"all","PP",90.1828279246554,2,313,2702,"2702.15",,564,2022-07-21,1,2023,104,217,557,555,569,7,,
"abundance","nbGARCH",0.95,"all","PP",82.1341810487991,2,245,2702,"2702.15",,565,2022-07-21,2,2023,104,217,557,555,569,8,,
"abundance","nbGARCH",0.95,"all","PP",80.218713801358,2,247,2702,"2702.15",,566,2022-07-21,3,2023,104,217,557,555,569,9,,
"abundance","nbGARCH",0.95,"all","PP",88.1867750630502,2,264,2702,"2702.15",,567,2022-07-21,4,2023,104,217,557,555,569,10,,
"abundance","nbGARCH",0.95,"all","PP",92.8736276807962,2,273,2702,"2702.15",,568,2022-07-21,5,2023,104,217,557,555,569,11,,
"abundance","nbGARCH",0.95,"all","PP",95.3105748500681,2,301,2702,"2702.15",,569,2022-07-21,6,2023,104,217,557,555,569,12,,
