"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","all","PM",6.392556662129841,1,14,217,567,568,580,0.95,126,,3429
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","all","PM",5.252055261887392,0,15,217,567,568,580,0.95,126,,3429
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","all","PM",4.442677299024964,0,15,217,567,568,580,0.95,126,,3429
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","all","PM",3.868181165402476,0,15,217,567,568,580,0.95,126,,3429
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","all","PM",3.4603425539702557,0,13,217,567,568,580,0.95,126,,3429
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","all","PM",3.1707804999342937,0,13,217,567,568,580,0.95,126,,3429
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","all","PM",2.9651746872217615,0,12,217,567,568,580,0.95,126,,3429
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","all","PM",2.8191723259041637,0,11,217,567,568,580,0.95,126,,3429
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","all","PM",2.715489369500156,0,9,217,567,568,580,0.95,126,,3429
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","all","PM",2.641856480183914,0,10,217,567,568,580,0.95,126,,3429
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","all","PM",2.5895628589256976,0,9,217,567,568,580,0.95,126,,3429
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","all","PM",2.553740134651772,0,9,217,567,568,580,0.95,126,,3429
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","all","PM",2.531115900145479,0,10,217,567,568,580,0.95,126,,3429
