"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918978574671,0.329664488558444,2412,"2412.22",,554,2022-04-28,4,2022,92,217,554,554,566,0,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918980178896,0.329664490162669,2412,"2412.22",,555,2022-04-28,4,2022,92,217,554,554,566,1,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.31191898178312,0.329664491766893,2412,"2412.22",,556,2022-04-28,5,2022,92,217,554,554,566,2,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918983387344,0.329664493371117,2412,"2412.22",,557,2022-04-28,6,2022,92,217,554,554,566,3,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918984991568,0.329664494975341,2412,"2412.22",,558,2022-04-28,7,2022,92,217,554,554,566,4,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918986595792,0.329664496579565,2412,"2412.22",,559,2022-04-28,8,2022,92,217,554,554,566,5,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918988200016,0.329664498183789,2412,"2412.22",,560,2022-04-28,9,2022,92,217,554,554,566,6,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918989804241,0.329664499788014,2412,"2412.22",,561,2022-04-28,10,2022,92,217,554,554,566,7,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918991408465,0.329664501392238,2412,"2412.22",,562,2022-04-28,11,2022,92,217,554,554,566,8,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918993012689,0.329664502996462,2412,"2412.22",,563,2022-04-28,12,2022,92,217,554,554,566,9,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918994616913,0.329664504600686,2412,"2412.22",,564,2022-04-28,1,2023,92,217,554,554,566,10,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918996221137,0.32966450620491,2412,"2412.22",,565,2022-04-28,2,2023,92,217,554,554,566,11,,
"abundance","ESSS",0.95,"all","SO",0.00887275499188649,-0.311918997825361,0.329664507809134,2412,"2412.22",,566,2022-04-28,3,2023,92,217,554,554,566,12,,
