"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH","controls","DM",10.0466447025968,4,17,0.95,1924,1924.01,NA,549,2021-11-11,11,2021,74,217,549,549,561,0,NA,NA
"2","abundance","nbGARCH","controls","DM",10.9507330876642,4,20,0.95,1924,1924.01,NA,550,2021-11-11,12,2021,74,217,549,549,561,1,NA,NA
"3","abundance","nbGARCH","controls","DM",11.7204195927178,3,22,0.95,1924,1924.01,NA,551,2021-11-11,1,2022,74,217,549,549,561,2,NA,NA
"4","abundance","nbGARCH","controls","DM",12.3674867442334,3,24,0.95,1924,1924.01,NA,552,2021-11-11,2,2022,74,217,549,549,561,3,NA,NA
"5","abundance","nbGARCH","controls","DM",12.9034917202291,3,26,0.95,1924,1924.01,NA,553,2021-11-11,3,2022,74,217,549,549,561,4,NA,NA
"6","abundance","nbGARCH","controls","DM",13.3412578265062,3,25,0.95,1924,1924.01,NA,554,2021-11-11,4,2022,74,217,549,549,561,5,NA,NA
"7","abundance","nbGARCH","controls","DM",13.6929733078919,3,27,0.95,1924,1924.01,NA,555,2021-11-11,4,2022,74,217,549,549,561,6,NA,NA
"8","abundance","nbGARCH","controls","DM",13.9696577564167,3,27,0.95,1924,1924.01,NA,556,2021-11-11,5,2022,74,217,549,549,561,7,NA,NA
"9","abundance","nbGARCH","controls","DM",14.1809272463853,4,27,0.95,1924,1924.01,NA,557,2021-11-11,6,2022,74,217,549,549,561,8,NA,NA
"10","abundance","nbGARCH","controls","DM",14.3733560257572,4,29,0.95,1924,1924.01,NA,558,2021-11-11,7,2022,74,217,549,549,561,9,NA,NA
"11","abundance","nbGARCH","controls","DM",14.5320911335663,4,29,0.95,1924,1924.01,NA,559,2021-11-11,8,2022,74,217,549,549,561,10,NA,NA
"12","abundance","nbGARCH","controls","DM",14.662816834876,4,28,0.95,1924,1924.01,NA,560,2021-11-11,9,2022,74,217,549,549,561,11,NA,NA
"13","abundance","nbGARCH","controls","DM",14.7869706081715,4,29,0.95,1924,1924.01,NA,561,2021-11-11,10,2022,74,217,549,549,561,12,NA,NA
