"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"controls","RM",1.31403927072871,0,6,3176,"3176.14",,566,2023-04-13,3,2023,125,217,566,566,578,0,,
"abundance","nbGARCH",0.95,"controls","RM",0.608981622360242,0,4,3176,"3176.14",,567,2023-04-13,4,2023,125,217,566,566,578,1,,
"abundance","nbGARCH",0.95,"controls","RM",0.423706615821717,0,3,3176,"3176.14",,568,2023-04-13,5,2023,125,217,566,566,578,2,,
"abundance","nbGARCH",0.95,"controls","RM",0.374998182896891,0,2,3176,"3176.14",,569,2023-04-13,6,2023,125,217,566,566,578,3,,
"abundance","nbGARCH",0.95,"controls","RM",0.362191016382523,0,2,3176,"3176.14",,570,2023-04-13,7,2023,125,217,566,566,578,4,,
"abundance","nbGARCH",0.95,"controls","RM",0.358823427352128,0,2,3176,"3176.14",,571,2023-04-13,8,2023,125,217,566,566,578,5,,
"abundance","nbGARCH",0.95,"controls","RM",0.357937925055905,0,2,3176,"3176.14",,572,2023-04-13,9,2023,125,217,566,566,578,6,,
"abundance","nbGARCH",0.95,"controls","RM",0.357705082957062,0,2,3176,"3176.14",,573,2023-04-13,10,2023,125,217,566,566,578,7,,
"abundance","nbGARCH",0.95,"controls","RM",0.357643857274276,0,3,3176,"3176.14",,574,2023-04-13,11,2023,125,217,566,566,578,8,,
"abundance","nbGARCH",0.95,"controls","RM",0.357627758016568,0,2,3176,"3176.14",,575,2023-04-13,12,2023,125,217,566,566,578,9,,
"abundance","nbGARCH",0.95,"controls","RM",0.357623524725895,0,2,3176,"3176.14",,576,2023-04-13,1,2024,125,217,566,566,578,10,,
"abundance","nbGARCH",0.95,"controls","RM",0.357618104825836,0,2,3176,"3176.14",,577,2023-04-13,2,2024,125,217,566,566,578,11,,
"abundance","nbGARCH",0.95,"controls","RM",0.357614677180233,0,2,3176,"3176.14",,578,2023-04-13,3,2024,125,217,566,566,578,12,,
