"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH","controls","total",7.63611874296851,3,13,0.95,1676,1676.02,NA,545,2021-09-19,7,2021,66,217,547,545,559,-2,NA,NA
"2","abundance","nbsGARCH","controls","total",8.20812621412287,2,16,0.95,1676,1676.02,NA,546,2021-09-19,8,2021,66,217,547,545,559,-1,NA,NA
"3","abundance","nbsGARCH","controls","total",8.86904400329603,2,18,0.95,1676,1676.02,NA,547,2021-09-19,9,2021,66,217,547,545,559,0,NA,NA
"4","abundance","nbsGARCH","controls","total",9.74894629083916,2,20,0.95,1676,1676.02,NA,548,2021-09-19,10,2021,66,217,547,545,559,1,NA,NA
"5","abundance","nbsGARCH","controls","total",10.8969396933623,2,22,0.95,1676,1676.02,NA,549,2021-09-19,11,2021,66,217,547,545,559,2,NA,NA
"6","abundance","nbsGARCH","controls","total",12.2734544234685,2,23,0.95,1676,1676.02,NA,550,2021-09-19,12,2021,66,217,547,545,559,3,NA,NA
"7","abundance","nbsGARCH","controls","total",13.7213055538488,3,27,0.95,1676,1676.02,NA,551,2021-09-19,1,2022,66,217,547,545,559,4,NA,NA
"8","abundance","nbsGARCH","controls","total",14.9950241615307,3,29,0.95,1676,1676.02,NA,552,2021-09-19,2,2022,66,217,547,545,559,5,NA,NA
"9","abundance","nbsGARCH","controls","total",15.8245785619665,4,30,0.95,1676,1676.02,NA,553,2021-09-19,3,2022,66,217,547,545,559,6,NA,NA
"10","abundance","nbsGARCH","controls","total",16.0169068699961,4,30,0.95,1676,1676.02,NA,554,2021-09-19,4,2022,66,217,547,545,559,7,NA,NA
"11","abundance","nbsGARCH","controls","total",15.6044681348532,4,30,0.95,1676,1676.02,NA,555,2021-09-19,4,2022,66,217,547,545,559,8,NA,NA
"12","abundance","nbsGARCH","controls","total",14.7866117848776,3,28,0.95,1676,1676.02,NA,556,2021-09-19,5,2022,66,217,547,545,559,9,NA,NA
"13","abundance","nbsGARCH","controls","total",13.8783358707411,3,26,0.95,1676,1676.02,NA,557,2021-09-19,6,2022,66,217,547,545,559,10,NA,NA
"14","abundance","nbsGARCH","controls","total",13.1600237720723,3,25,0.95,1676,1676.02,NA,558,2021-09-19,7,2022,66,217,547,545,559,11,NA,NA
"15","abundance","nbsGARCH","controls","total",12.8062037483951,2,25,0.95,1676,1676.02,NA,559,2021-09-19,8,2022,66,217,547,545,559,12,NA,NA
