"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-03-16",3,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.344362154630287,0,2,"3134.11",3134,NA,566,217,565,566,577,1,NA,NA
"2023-03-16",4,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.404518388293866,0,2,"3134.11",3134,NA,567,217,565,566,577,2,NA,NA
"2023-03-16",5,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.363331205990712,0,2,"3134.11",3134,NA,568,217,565,566,577,3,NA,NA
"2023-03-16",6,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.307125037636844,0,2,"3134.11",3134,NA,569,217,565,566,577,4,NA,NA
"2023-03-16",7,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.270546122140386,0,2,"3134.11",3134,NA,570,217,565,566,577,5,NA,NA
"2023-03-16",8,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.258967713836846,0,2,"3134.11",3134,NA,571,217,565,566,577,6,NA,NA
"2023-03-16",9,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.27226339597493,0,2,"3134.11",3134,NA,572,217,565,566,577,7,NA,NA
"2023-03-16",10,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.310867978199024,0,2,"3134.11",3134,NA,573,217,565,566,577,8,NA,NA
"2023-03-16",11,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.371649308130276,0,2,"3134.11",3134,NA,574,217,565,566,577,9,NA,NA
"2023-03-16",12,2023,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.449019867943949,0,3,"3134.11",3134,NA,575,217,565,566,577,10,NA,NA
"2023-03-16",1,2024,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.521952792331574,0,3,"3134.11",3134,NA,576,217,565,566,577,11,NA,NA
"2023-03-16",2,2024,"abundance","nbsGARCH",123,0.95,"exclosures","PM",0.564756771457838,0,3,"3134.11",3134,NA,577,217,565,566,577,12,NA,NA
