"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-1.68389323838965,1.88504493863975,2742,"2742.08",,558,2022-08-04,7,2022,106,217,558,558,570,0,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-1.84519606902083,2.04634776927093,2742,"2742.08",,559,2022-08-04,8,2022,106,217,558,558,570,1,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-1.99411429278601,2.19526599303612,2742,"2742.08",,560,2022-08-04,9,2022,106,217,558,558,570,2,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.13312628495942,2.33427798520952,2742,"2742.08",,561,2022-08-04,10,2022,106,217,558,558,570,3,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.26397985058345,2.46513155083355,2742,"2742.08",,562,2022-08-04,11,2022,106,217,558,558,570,4,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.38796229409239,2.58911399434249,2742,"2742.08",,563,2022-08-04,12,2022,106,217,558,558,570,5,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.50605425955628,2.70720595980639,2742,"2742.08",,564,2022-08-04,1,2023,106,217,558,558,570,6,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.61902319425069,2.8201748945008,2742,"2742.08",,565,2022-08-04,2,2023,106,217,558,558,570,7,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.72748309474184,2.92863479499194,2742,"2742.08",,566,2022-08-04,3,2023,106,217,558,558,570,8,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.83193430827402,3.03308600852412,2742,"2742.08",,567,2022-08-04,4,2023,106,217,558,558,570,9,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-2.93279096953028,3.13394266978038,2742,"2742.08",,568,2022-08-04,5,2023,106,217,558,558,570,10,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-3.03040046662633,3.23155216687643,2742,"2742.08",,569,2022-08-04,6,2023,106,217,558,558,570,11,,
"abundance","ESSS",0.95,"exclosures","PE",0.100575850125052,-3.12505759611929,3.3262092963694,2742,"2742.08",,570,2022-08-04,7,2023,106,217,558,558,570,12,,
