"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2023-02-09",2,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-1.97283204417423,1.97283204417423,"3011.11",3011,NA,565,217,564,565,576,1,NA,NA
"2023-02-09",3,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-2.79000583315543,2.79000583315543,"3011.11",3011,NA,566,217,564,565,576,2,NA,NA
"2023-02-09",4,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-3.41704533530973,3.41704533530973,"3011.11",3011,NA,567,217,564,565,576,3,NA,NA
"2023-02-09",5,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-3.94566408834846,3.94566408834846,"3011.11",3011,NA,568,217,564,565,576,4,NA,NA
"2023-02-09",6,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-4.41138655896345,4.41138655896345,"3011.11",3011,NA,569,217,564,565,576,5,NA,NA
"2023-02-09",7,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-4.83243185643875,4.83243185643875,"3011.11",3011,NA,570,217,564,565,576,6,NA,NA
"2023-02-09",8,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-5.2196229673842,5.2196229673842,"3011.11",3011,NA,571,217,564,565,576,7,NA,NA
"2023-02-09",9,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-5.58001166631086,5.58001166631086,"3011.11",3011,NA,572,217,564,565,576,8,NA,NA
"2023-02-09",10,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-5.91849613252269,5.91849613252269,"3011.11",3011,NA,573,217,564,565,576,9,NA,NA
"2023-02-09",11,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-6.23864270055648,6.23864270055648,"3011.11",3011,NA,574,217,564,565,576,10,NA,NA
"2023-02-09",12,2023,"abundance","NaiveArima","all","PL",118,0.95,0,-6.54314366491577,6.54314366491577,"3011.11",3011,NA,575,217,564,565,576,11,NA,NA
"2023-02-09",1,2024,"abundance","NaiveArima","all","PL",118,0.95,0,-6.83409067061947,6.83409067061947,"3011.11",3011,NA,576,217,564,565,576,12,NA,NA
