"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"all","PE",9.02058282129636,2.66168653799314,15.3794791045996,2386,"2386.09",,552,2022-04-21,1,2022,91,217,554,552,566,-2,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,0.744863290268606,17.2963023523241,2386,"2386.09",,553,2022-04-21,3,2022,91,217,554,552,566,-1,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-0.804869105748063,18.8460347483408,2386,"2386.09",,554,2022-04-21,4,2022,91,217,554,552,566,0,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-2.14147242785412,20.1826380704468,2386,"2386.09",,555,2022-04-21,4,2022,91,217,554,552,566,1,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-3.33431293704634,21.3754785796391,2386,"2386.09",,556,2022-04-21,5,2022,91,217,554,552,566,2,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-4.42171687086722,22.4628825134599,2386,"2386.09",,557,2022-04-21,6,2022,91,217,554,552,566,3,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-5.42751023032702,23.4686758729197,2386,"2386.09",,558,2022-04-21,7,2022,91,217,554,552,566,4,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-6.3677037838717,24.4088694264644,2386,"2386.09",,559,2022-04-21,8,2022,91,217,554,552,566,5,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-7.25367096980636,25.2948366123991,2386,"2386.09",,560,2022-04-21,9,2022,91,217,554,552,566,6,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-8.09383531872955,26.1350009613223,2386,"2386.09",,561,2022-04-21,10,2022,91,217,554,552,566,7,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-8.89464199130576,26.9358076338985,2386,"2386.09",,562,2022-04-21,11,2022,91,217,554,552,566,8,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-9.66115296263179,27.7023186052245,2386,"2386.09",,563,2022-04-21,12,2022,91,217,554,552,566,9,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-10.3974300460114,28.4385956886041,2386,"2386.09",,564,2022-04-21,1,2023,91,217,554,552,566,10,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-11.106791461738,29.1479571043308,2386,"2386.09",,565,2022-04-21,2,2023,91,217,554,552,566,11,,
"abundance","ESSS",0.95,"all","PE",9.02058282129636,-11.7919895171673,29.83315515976,2386,"2386.09",,566,2022-04-21,3,2023,91,217,554,552,566,12,,
