"currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","all","SH",0.514716676223866,0,2,0.95,664,"664.21",,528,2020-03-12,2,2020,28,217,528,528,540,0,,
"abundance","pevGARCH","all","SH",1.09734161667697,0,4,0.95,664,"664.21",,529,2020-03-12,3,2020,28,217,528,528,540,1,,
"abundance","pevGARCH","all","SH",0.933682777189335,0,4,0.95,664,"664.21",,530,2020-03-12,4,2020,28,217,528,528,540,2,,
"abundance","pevGARCH","all","SH",1.1070571401775,0,4,0.95,664,"664.21",,531,2020-03-12,5,2020,28,217,528,528,540,3,,
"abundance","pevGARCH","all","SH",2.8597116269771,0,9,0.95,664,"664.21",,532,2020-03-12,6,2020,28,217,528,528,540,4,,
"abundance","pevGARCH","all","SH",2.28910214950169,0,7,0.95,664,"664.21",,533,2020-03-12,7,2020,28,217,528,528,540,5,,
"abundance","pevGARCH","all","SH",1.91224921161395,0,6,0.95,664,"664.21",,534,2020-03-12,8,2020,28,217,528,528,540,6,,
"abundance","pevGARCH","all","SH",2.16911639917017,0,7,0.95,664,"664.21",,535,2020-03-12,9,2020,28,217,528,528,540,7,,
"abundance","pevGARCH","all","SH",1.40597879239227,0,5,0.95,664,"664.21",,536,2020-03-12,10,2020,28,217,528,528,540,8,,
"abundance","pevGARCH","all","SH",1.14135070792846,0,4,0.95,664,"664.21",,537,2020-03-12,11,2020,28,217,528,528,540,9,,
"abundance","pevGARCH","all","SH",0.801822920480314,0,3,0.95,664,"664.21",,538,2020-03-12,12,2020,28,217,528,528,540,10,,
"abundance","pevGARCH","all","SH",1.03443960731421,0,4,0.95,664,"664.21",,539,2020-03-12,1,2021,28,217,528,528,540,11,,
"abundance","pevGARCH","all","SH",1.16703474892445,0,4,0.95,664,"664.21",,540,2020-03-12,2,2021,28,217,528,528,540,12,,
