"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","RO",0.95,0.14195273410267,0,1,3091,"3091.16",,565,2023-03-02,2,2023,121,217,565,565,577,0,,
"abundance","pevGARCH","exclosures","RO",0.95,0.110308128210316,0,1,3091,"3091.16",,566,2023-03-02,3,2023,121,217,565,565,577,1,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0545141399117764,0,1,3091,"3091.16",,567,2023-03-02,4,2023,121,217,565,565,577,2,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0167149094896544,0,0,3091,"3091.16",,568,2023-03-02,5,2023,121,217,565,565,577,3,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0124742383358048,0,0,3091,"3091.16",,569,2023-03-02,6,2023,121,217,565,565,577,4,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0121470363980173,0,0,3091,"3091.16",,570,2023-03-02,7,2023,121,217,565,565,577,5,,
"abundance","pevGARCH","exclosures","RO",0.95,0.00869365131614796,0,0,3091,"3091.16",,571,2023-03-02,8,2023,121,217,565,565,577,6,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0108304212168568,0,0,3091,"3091.16",,572,2023-03-02,9,2023,121,217,565,565,577,7,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0135228151239758,0,0,3091,"3091.16",,573,2023-03-02,10,2023,121,217,565,565,577,8,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0403240412108661,0,1,3091,"3091.16",,574,2023-03-02,11,2023,121,217,565,565,577,9,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0979665101407307,0,1,3091,"3091.16",,575,2023-03-02,12,2023,121,217,565,565,577,10,,
"abundance","pevGARCH","exclosures","RO",0.95,0.120360950034727,0,1,3091,"3091.16",,576,2023-03-02,1,2024,121,217,565,565,577,11,,
"abundance","pevGARCH","exclosures","RO",0.95,0.0982009627089082,0,1,3091,"3091.16",,577,2023-03-02,2,2024,121,217,565,565,577,12,,
