"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-06-30",4,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.18261096844127,0,1,"2641.6",2641,NA,555,217,557,555,569,-2,NA,NA
"2022-06-30",5,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.184722114408358,0,1,"2641.6",2641,NA,556,217,557,555,569,-1,NA,NA
"2022-06-30",6,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.175118543892848,0,1,"2641.6",2641,NA,557,217,557,555,569,0,NA,NA
"2022-06-30",7,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.186165031808446,0,1,"2641.6",2641,NA,558,217,557,555,569,1,NA,NA
"2022-06-30",8,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.221856161791696,0,1,"2641.6",2641,NA,559,217,557,555,569,2,NA,NA
"2022-06-30",9,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.288259256012361,0,2,"2641.6",2641,NA,560,217,557,555,569,3,NA,NA
"2022-06-30",10,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.381847547107101,0,2,"2641.6",2641,NA,561,217,557,555,569,4,NA,NA
"2022-06-30",11,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.488497806977135,0,3,"2641.6",2641,NA,562,217,557,555,569,5,NA,NA
"2022-06-30",12,2022,"abundance","nbsGARCH",101,0.95,"controls","OL",0.565438515722858,0,3,"2641.6",2641,NA,563,217,557,555,569,6,NA,NA
"2022-06-30",1,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.567253051782442,0,3,"2641.6",2641,NA,564,217,557,555,569,7,NA,NA
"2022-06-30",2,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.485347267670089,0,3,"2641.6",2641,NA,565,217,557,555,569,8,NA,NA
"2022-06-30",3,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.369955070950085,0,2,"2641.6",2641,NA,566,217,557,555,569,9,NA,NA
"2022-06-30",4,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.268967239674377,0,2,"2641.6",2641,NA,567,217,557,555,569,10,NA,NA
"2022-06-30",5,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.206972091918241,0,2,"2641.6",2641,NA,568,217,557,555,569,11,NA,NA
"2022-06-30",6,2023,"abundance","nbsGARCH",101,0.95,"controls","OL",0.179241065584398,0,1,"2641.6",2641,NA,569,217,557,555,569,12,NA,NA
