"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbsGARCH","controls","DM",7.63611874296851,3,14,0.95,1804,1804.01,NA,545,2021-09-30,7,2021,70,217,547,545,559,-2,NA,NA
"2","abundance","nbsGARCH","controls","DM",8.20812621412287,2,16,0.95,1804,1804.01,NA,546,2021-09-30,8,2021,70,217,547,545,559,-1,NA,NA
"3","abundance","nbsGARCH","controls","DM",8.86904400329603,2,18,0.95,1804,1804.01,NA,547,2021-09-30,9,2021,70,217,547,545,559,0,NA,NA
"4","abundance","nbsGARCH","controls","DM",9.74894629083916,2,20,0.95,1804,1804.01,NA,548,2021-09-30,10,2021,70,217,547,545,559,1,NA,NA
"5","abundance","nbsGARCH","controls","DM",10.8969396933623,2,22,0.95,1804,1804.01,NA,549,2021-09-30,11,2021,70,217,547,545,559,2,NA,NA
"6","abundance","nbsGARCH","controls","DM",12.2734544234685,2,24,0.95,1804,1804.01,NA,550,2021-09-30,12,2021,70,217,547,545,559,3,NA,NA
"7","abundance","nbsGARCH","controls","DM",13.7213055538488,3,29,0.95,1804,1804.01,NA,551,2021-09-30,1,2022,70,217,547,545,559,4,NA,NA
"8","abundance","nbsGARCH","controls","DM",14.9950241615307,3,30,0.95,1804,1804.01,NA,552,2021-09-30,2,2022,70,217,547,545,559,5,NA,NA
"9","abundance","nbsGARCH","controls","DM",15.8245785619665,3,31,0.95,1804,1804.01,NA,553,2021-09-30,3,2022,70,217,547,545,559,6,NA,NA
"10","abundance","nbsGARCH","controls","DM",16.0169068699961,3,31,0.95,1804,1804.01,NA,554,2021-09-30,4,2022,70,217,547,545,559,7,NA,NA
"11","abundance","nbsGARCH","controls","DM",15.6044681348532,3,31,0.95,1804,1804.01,NA,555,2021-09-30,4,2022,70,217,547,545,559,8,NA,NA
"12","abundance","nbsGARCH","controls","DM",14.7866117848776,3,29,0.95,1804,1804.01,NA,556,2021-09-30,5,2022,70,217,547,545,559,9,NA,NA
"13","abundance","nbsGARCH","controls","DM",13.8783358707411,3,27,0.95,1804,1804.01,NA,557,2021-09-30,6,2022,70,217,547,545,559,10,NA,NA
"14","abundance","nbsGARCH","controls","DM",13.1600237720723,3,26,0.95,1804,1804.01,NA,558,2021-09-30,7,2022,70,217,547,545,559,11,NA,NA
"15","abundance","nbsGARCH","controls","DM",12.8062037483951,3,26,0.95,1804,1804.01,NA,559,2021-09-30,8,2022,70,217,547,545,559,12,NA,NA
