"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","exclosures","OL",0.153877657534119,0,1,217,567,568,580,0.95,126,,3530
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","exclosures","OL",0.17746666492987656,0,1,217,567,568,580,0.95,126,,3530
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","exclosures","OL",0.18120771874678454,0,1,217,567,568,580,0.95,126,,3530
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","exclosures","OL",0.1817814255648786,0,1,217,567,568,580,0.95,126,,3530
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","exclosures","OL",0.1817430023716616,0,1,217,567,568,580,0.95,126,,3530
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","exclosures","OL",0.1817371141462897,0,1,217,567,568,580,0.95,126,,3530
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","exclosures","OL",0.18173621179545907,0,1,217,567,568,580,0.95,126,,3530
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","exclosures","OL",0.181736073513213,0,1,217,567,568,580,0.95,126,,3530
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","exclosures","OL",0.18173605232192136,0,1,217,567,568,580,0.95,126,,3530
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","exclosures","OL",0.1817360490744268,0,1,217,567,568,580,0.95,126,,3530
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","exclosures","OL",0.18173604857675915,0,1,217,567,568,580,0.95,126,,3530
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","exclosures","OL",0.18173604850049324,0,1,217,567,568,580,0.95,126,,3530
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","exclosures","OL",0.18173604848880573,0,1,217,567,568,580,0.95,126,,3530
