"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","AutoArima","exclosures","PL",0.95,0.036024797885066,-0.447522158365428,0.51957175413556,2914,"2914.12",,559,2022-09-29,8,2022,114,217,560,559,572,-1,,
"abundance","AutoArima","exclosures","PL",0.95,0.0411874151983479,-0.448074752024472,0.530449582421168,2914,"2914.12",,560,2022-09-29,9,2022,114,217,560,559,572,0,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,561,2022-09-29,10,2022,114,217,560,559,572,1,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,562,2022-09-29,11,2022,114,217,560,559,572,2,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,563,2022-09-29,12,2022,114,217,560,559,572,3,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,564,2022-09-29,1,2023,114,217,560,559,572,4,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,565,2022-09-29,2,2023,114,217,560,559,572,5,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,566,2022-09-29,3,2023,114,217,560,559,572,6,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,567,2022-09-29,4,2023,114,217,560,559,572,7,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,568,2022-09-29,5,2023,114,217,560,559,572,8,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,569,2022-09-29,6,2023,114,217,560,559,572,9,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,570,2022-09-29,7,2023,114,217,560,559,572,10,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,571,2022-09-29,8,2023,114,217,560,559,572,11,,
"abundance","AutoArima","exclosures","PL",0.95,0.0402877393539845,-0.449138543980662,0.529714022688631,2914,"2914.12",,572,2022-09-29,9,2023,114,217,560,559,572,12,,
