"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-09-22",8,2022,"abundance","pevGARCH","dm_controls","DM",113,0.95,12.8460655829469,6,20,"2911.1",2911,NA,559,217,559,559,571,0,NA,NA
"2022-09-22",9,2022,"abundance","pevGARCH","dm_controls","DM",113,0.95,13.119523706774,6,23,"2911.1",2911,NA,560,217,559,559,571,1,NA,NA
"2022-09-22",10,2022,"abundance","pevGARCH","dm_controls","DM",113,0.95,13.905683805653,5,26,"2911.1",2911,NA,561,217,559,559,571,2,NA,NA
"2022-09-22",11,2022,"abundance","pevGARCH","dm_controls","DM",113,0.95,14.9190111842057,5,28,"2911.1",2911,NA,562,217,559,559,571,3,NA,NA
"2022-09-22",12,2022,"abundance","pevGARCH","dm_controls","DM",113,0.95,16.0094417117435,6,30,"2911.1",2911,NA,563,217,559,559,571,4,NA,NA
"2022-09-22",1,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,16.9753799314592,6,32,"2911.1",2911,NA,564,217,559,559,571,5,NA,NA
"2022-09-22",2,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,17.4633290396614,6,34,"2911.1",2911,NA,565,217,559,559,571,6,NA,NA
"2022-09-22",3,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,17.1774599731621,5,32,"2911.1",2911,NA,566,217,559,559,571,7,NA,NA
"2022-09-22",4,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,16.2983976913197,5,32,"2911.1",2911,NA,567,217,559,559,571,8,NA,NA
"2022-09-22",5,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,15.3207247514638,5,29,"2911.1",2911,NA,568,217,559,559,571,9,NA,NA
"2022-09-22",6,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,14.5568975662959,3,28,"2911.1",2911,NA,569,217,559,559,571,10,NA,NA
"2022-09-22",7,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,14.0610299050674,3,27,"2911.1",2911,NA,570,217,559,559,571,11,NA,NA
"2022-09-22",8,2023,"abundance","pevGARCH","dm_controls","DM",113,0.95,13.6907286601627,3,27,"2911.1",2911,NA,571,217,559,559,571,12,NA,NA
