"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","controls","PP",14.683593827785241,1,44,217,567,568,580,0.95,126,,3443
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","controls","PP",14.369928530797178,0,64,217,567,568,580,0.95,126,,3443
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","controls","PP",14.069536344504321,0,63,217,567,568,580,0.95,126,,3443
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","controls","PP",13.784127822930088,0,72,217,567,568,580,0.95,126,,3443
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","controls","PP",13.55918529446794,0,67,217,567,568,580,0.95,126,,3443
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","controls","PP",13.3862623693088,0,64,217,567,568,580,0.95,126,,3443
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","controls","PP",13.249604712013078,0,69,217,567,568,580,0.95,126,,3443
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","controls","PP",13.18259520382535,0,68,217,567,568,580,0.95,126,,3443
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","controls","PP",13.199243421084814,0,65,217,567,568,580,0.95,126,,3443
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","controls","PP",13.389119839837447,0,68,217,567,568,580,0.95,126,,3443
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","controls","PP",13.775883353091189,0,56,217,567,568,580,0.95,126,,3443
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","controls","PP",13.975057940141788,0,53,217,567,568,580,0.95,126,,3443
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","controls","PP",13.922279465716125,0,61,217,567,568,580,0.95,126,,3443
