"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"controls","DM",25.2484432812209,16,35,2453,"2453.02",,554,2022-05-05,4,2022,93,217,555,554,567,-1,,
"abundance","nbsGARCH",0.95,"controls","DM",23.0180329524616,11,35,2453,"2453.02",,555,2022-05-05,4,2022,93,217,555,554,567,0,,
"abundance","nbsGARCH",0.95,"controls","DM",20.6318448331625,10,34,2453,"2453.02",,556,2022-05-05,5,2022,93,217,555,554,567,1,,
"abundance","nbsGARCH",0.95,"controls","DM",18.50798698771,8,33,2453,"2453.02",,557,2022-05-05,6,2022,93,217,555,554,567,2,,
"abundance","nbsGARCH",0.95,"controls","DM",16.8468963731163,6,32,2453,"2453.02",,558,2022-05-05,7,2022,93,217,555,554,567,3,,
"abundance","nbsGARCH",0.95,"controls","DM",15.8595667197647,5,29,2453,"2453.02",,559,2022-05-05,8,2022,93,217,555,554,567,4,,
"abundance","nbsGARCH",0.95,"controls","DM",15.5927168086967,5,28,2453,"2453.02",,560,2022-05-05,9,2022,93,217,555,554,567,5,,
"abundance","nbsGARCH",0.95,"controls","DM",15.946543453525,4,29,2453,"2453.02",,561,2022-05-05,10,2022,93,217,555,554,567,6,,
"abundance","nbsGARCH",0.95,"controls","DM",16.665761368183,5,31,2453,"2453.02",,562,2022-05-05,11,2022,93,217,555,554,567,7,,
"abundance","nbsGARCH",0.95,"controls","DM",17.6284832366138,5,33,2453,"2453.02",,563,2022-05-05,12,2022,93,217,555,554,567,8,,
"abundance","nbsGARCH",0.95,"controls","DM",18.5512267071181,5,34,2453,"2453.02",,564,2022-05-05,1,2023,93,217,555,554,567,9,,
"abundance","nbsGARCH",0.95,"controls","DM",19.0217991825763,5,35,2453,"2453.02",,565,2022-05-05,2,2023,93,217,555,554,567,10,,
"abundance","nbsGARCH",0.95,"controls","DM",18.8023726855849,5,34,2453,"2453.02",,566,2022-05-05,3,2023,93,217,555,554,567,11,,
"abundance","nbsGARCH",0.95,"controls","DM",17.9378930766417,5,32,2453,"2453.02",,567,2022-05-05,4,2023,93,217,555,554,567,12,,
