"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",19.966711595152,12,29,2639,2639.01,NA,555,2022-06-30,4,2022,101,217,557,555,569,-2,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",19.1262858957797,9,31,2639,2639.01,NA,556,2022-06-30,5,2022,101,217,557,555,569,-1,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",18.4343455362271,8,32,2639,2639.01,NA,557,2022-06-30,6,2022,101,217,557,555,569,0,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",17.9010255977612,7,31,2639,2639.01,NA,558,2022-06-30,7,2022,101,217,557,555,569,1,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",17.4717222868883,6,32,2639,2639.01,NA,559,2022-06-30,8,2022,101,217,557,555,569,2,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",17.1250027169215,6,32,2639,2639.01,NA,560,2022-06-30,9,2022,101,217,557,555,569,3,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",16.8617270343101,6,32,2639,2639.01,NA,561,2022-06-30,10,2022,101,217,557,555,569,4,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",16.7352100086238,5,31,2639,2639.01,NA,562,2022-06-30,11,2022,101,217,557,555,569,5,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",16.6583540483929,5,31,2639,2639.01,NA,563,2022-06-30,12,2022,101,217,557,555,569,6,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",16.6032431250342,4,32,2639,2639.01,NA,564,2022-06-30,1,2023,101,217,557,555,569,7,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",16.5797279373349,4,32,2639,2639.01,NA,565,2022-06-30,2,2023,101,217,557,555,569,8,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",16.5854627189584,5,31,2639,2639.01,NA,566,2022-06-30,3,2023,101,217,557,555,569,9,NA,NA
"13","abundance","nbGARCH",0.95,"controls","DM",16.5505619558261,4,32,2639,2639.01,NA,567,2022-06-30,4,2023,101,217,557,555,569,10,NA,NA
"14","abundance","nbGARCH",0.95,"controls","DM",16.5138717051009,4,32,2639,2639.01,NA,568,2022-06-30,5,2023,101,217,557,555,569,11,NA,NA
"15","abundance","nbGARCH",0.95,"controls","DM",16.4768853294908,4,33,2639,2639.01,NA,569,2022-06-30,6,2023,101,217,557,555,569,12,NA,NA
