"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbGARCH",0.95,"all","PM",0.734062076483878,0,3,2834,"2834.14",,559,2022-09-01,8,2022,110,217,559,559,571,0,,
"abundance","nbGARCH",0.95,"all","PM",1.27199559834576,0,5,2834,"2834.14",,560,2022-09-01,9,2022,110,217,559,559,571,1,,
"abundance","nbGARCH",0.95,"all","PM",1.66600154407622,0,6,2834,"2834.14",,561,2022-09-01,10,2022,110,217,559,559,571,2,,
"abundance","nbGARCH",0.95,"all","PM",1.95450920809541,0,7,2834,"2834.14",,562,2022-09-01,11,2022,110,217,559,559,571,3,,
"abundance","nbGARCH",0.95,"all","PM",2.16573076693766,0,8,2834,"2834.14",,563,2022-09-01,12,2022,110,217,559,559,571,4,,
"abundance","nbGARCH",0.95,"all","PM",2.32035257419381,0,8,2834,"2834.14",,564,2022-09-01,1,2023,110,217,559,559,571,5,,
"abundance","nbGARCH",0.95,"all","PM",2.43353273334828,0,8,2834,"2834.14",,565,2022-09-01,2,2023,110,217,559,559,571,6,,
"abundance","nbGARCH",0.95,"all","PM",2.51637403414663,0,10,2834,"2834.14",,566,2022-09-01,3,2023,110,217,559,559,571,7,,
"abundance","nbGARCH",0.95,"all","PM",2.57700678877083,0,10,2834,"2834.14",,567,2022-09-01,4,2023,110,217,559,559,571,8,,
"abundance","nbGARCH",0.95,"all","PM",2.62138360155044,0,11,2834,"2834.14",,568,2022-09-01,5,2023,110,217,559,559,571,9,,
"abundance","nbGARCH",0.95,"all","PM",2.65386214822242,0,11,2834,"2834.14",,569,2022-09-01,6,2023,110,217,559,559,571,10,,
"abundance","nbGARCH",0.95,"all","PM",2.67763225048347,0,11,2834,"2834.14",,570,2022-09-01,7,2023,110,217,559,559,571,11,,
"abundance","nbGARCH",0.95,"all","PM",2.69502872114731,0,10,2834,"2834.14",,571,2022-09-01,8,2023,110,217,559,559,571,12,,
