"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH","controls","DM",19.15541010262,11,28,0.95,2064,2064.01,NA,552,2022-01-13,2,2022,79,217,551,552,563,1,NA,NA
"2","abundance","nbGARCH","controls","DM",18.4662243741486,9,29,0.95,2064,2064.01,NA,553,2022-01-13,3,2022,79,217,551,552,563,2,NA,NA
"3","abundance","nbGARCH","controls","DM",17.8973017509391,8,31,0.95,2064,2064.01,NA,554,2022-01-13,4,2022,79,217,551,552,563,3,NA,NA
"4","abundance","nbGARCH","controls","DM",17.4216082642049,7,31,0.95,2064,2064.01,NA,555,2022-01-13,4,2022,79,217,551,552,563,4,NA,NA
"5","abundance","nbGARCH","controls","DM",17.0179184493163,6,31,0.95,2064,2064.01,NA,556,2022-01-13,5,2022,79,217,551,552,563,5,NA,NA
"6","abundance","nbGARCH","controls","DM",16.6693041218116,5,30,0.95,2064,2064.01,NA,557,2022-01-13,6,2022,79,217,551,552,563,6,NA,NA
"7","abundance","nbGARCH","controls","DM",16.4123291061325,5,30,0.95,2064,2064.01,NA,558,2022-01-13,7,2022,79,217,551,552,563,7,NA,NA
"8","abundance","nbGARCH","controls","DM",16.2046841248834,5,31,0.95,2064,2064.01,NA,559,2022-01-13,8,2022,79,217,551,552,563,8,NA,NA
"9","abundance","nbGARCH","controls","DM",16.0365727251544,5,31,0.95,2064,2064.01,NA,560,2022-01-13,9,2022,79,217,551,552,563,9,NA,NA
"10","abundance","nbGARCH","controls","DM",15.9207918471776,4,31,0.95,2064,2064.01,NA,561,2022-01-13,10,2022,79,217,551,552,563,10,NA,NA
"11","abundance","nbGARCH","controls","DM",15.9299512330508,4,31,0.95,2064,2064.01,NA,562,2022-01-13,11,2022,79,217,551,552,563,11,NA,NA
"12","abundance","nbGARCH","controls","DM",15.9690619700603,4,30,0.95,2064,2064.01,NA,563,2022-01-13,12,2022,79,217,551,552,563,12,NA,NA
