"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-07-21",4,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",44.8871812971015,10,105,"2708.13",2708,NA,555,217,557,555,569,-2,NA,NA
"2022-07-21",5,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",53.5135185073708,7,140,"2708.13",2708,NA,556,217,557,555,569,-1,NA,NA
"2022-07-21",6,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",58.7894055363739,5,187,"2708.13",2708,NA,557,217,557,555,569,0,NA,NA
"2022-07-21",7,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",55.569350500122,4,176,"2708.13",2708,NA,558,217,557,555,569,1,NA,NA
"2022-07-21",8,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",44.565870252773,3,154,"2708.13",2708,NA,559,217,557,555,569,2,NA,NA
"2022-07-21",9,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",30.910717117489,1,108,"2708.13",2708,NA,560,217,557,555,569,3,NA,NA
"2022-07-21",10,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",19.9379472840355,0,74,"2708.13",2708,NA,561,217,557,555,569,4,NA,NA
"2022-07-21",11,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",13.1566882842014,0,52,"2708.13",2708,NA,562,217,557,555,569,5,NA,NA
"2022-07-21",12,2022,"abundance","nbsGARCH",104,0.95,"exclosures","PP",9.72734351813126,0,36,"2708.13",2708,NA,563,217,557,555,569,6,NA,NA
"2022-07-21",1,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",8.37855973644543,0,27,"2708.13",2708,NA,564,217,557,555,569,7,NA,NA
"2022-07-21",2,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",8.72871980065629,0,27,"2708.13",2708,NA,565,217,557,555,569,8,NA,NA
"2022-07-21",3,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",10.9193577130193,0,39,"2708.13",2708,NA,566,217,557,555,569,9,NA,NA
"2022-07-21",4,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",15.6454287544559,0,50,"2708.13",2708,NA,567,217,557,555,569,10,NA,NA
"2022-07-21",5,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",22.4878573525786,1,70,"2708.13",2708,NA,568,217,557,555,569,11,NA,NA
"2022-07-21",6,2023,"abundance","nbsGARCH",104,0.95,"exclosures","PP",29.8097836813472,1,108,"2708.13",2708,NA,569,217,557,555,569,12,NA,NA
