"cast_date","cast_month","cast_year","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-10-20",9,2022,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0318155957358425,0,0,"2990.11",2990,NA,560,217,560,560,572,0,NA,NA
"2022-10-20",10,2022,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0316864370446266,0,0,"2990.11",2990,NA,561,217,560,560,572,1,NA,NA
"2022-10-20",11,2022,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0316865982512552,0,1,"2990.11",2990,NA,562,217,560,560,572,2,NA,NA
"2022-10-20",12,2022,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0317752861292282,0,1,"2990.11",2990,NA,563,217,560,560,572,3,NA,NA
"2022-10-20",1,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0309535731753131,0,1,"2990.11",2990,NA,564,217,560,560,572,4,NA,NA
"2022-10-20",2,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0317762039983678,0,0,"2990.11",2990,NA,565,217,560,560,572,5,NA,NA
"2022-10-20",3,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0318481107976402,0,0,"2990.11",2990,NA,566,217,560,560,572,6,NA,NA
"2022-10-20",4,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0319657189861061,0,1,"2990.11",2990,NA,567,217,560,560,572,7,NA,NA
"2022-10-20",5,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0320178765189272,0,0,"2990.11",2990,NA,568,217,560,560,572,8,NA,NA
"2022-10-20",6,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0317633977556023,0,1,"2990.11",2990,NA,569,217,560,560,572,9,NA,NA
"2022-10-20",7,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0321077476688854,0,0,"2990.11",2990,NA,570,217,560,560,572,10,NA,NA
"2022-10-20",8,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0320176974452022,0,1,"2990.11",2990,NA,571,217,560,560,572,11,NA,NA
"2022-10-20",9,2023,"abundance","nbGARCH",117,0.95,"exclosures","PL",0.0321074260959304,0,1,"2990.11",2990,NA,572,217,560,560,572,12,NA,NA
