"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","nbGARCH","all","SF",0.5065869596352935,0,2,217,567,568,580,0.95,126,,3433
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","nbGARCH","all","SF",0.7615304164275851,0,3,217,567,568,580,0.95,126,,3433
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","nbGARCH","all","SF",0.8896447901752474,0,4,217,567,568,580,0.95,126,,3433
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","nbGARCH","all","SF",0.9539861244560155,0,4,217,567,568,580,0.95,126,,3433
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","nbGARCH","all","SF",0.9862905075559465,0,4,217,567,568,580,0.95,126,,3433
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","nbGARCH","all","SF",1.0025076574568057,0,4,217,567,568,580,0.95,126,,3433
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","nbGARCH","all","SF",1.0106483039083005,0,5,217,567,568,580,0.95,126,,3433
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","nbGARCH","all","SF",1.0147345919546198,0,5,217,567,568,580,0.95,126,,3433
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","nbGARCH","all","SF",1.0167857160042193,0,4,217,567,568,580,0.95,126,,3433
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","nbGARCH","all","SF",1.0178152751572138,0,4,217,567,568,580,0.95,126,,3433
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","nbGARCH","all","SF",1.0183320589559441,0,5,217,567,568,580,0.95,126,,3433
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","nbGARCH","all","SF",1.021749483692348,0,5,217,567,568,580,0.95,126,,3433
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","nbGARCH","all","SF",1.020306808761681,0,5,217,567,568,580,0.95,126,,3433
