"cast_date","cast_month","cast_year","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","cast_id","old_cast_id","origin","newmoonnumber","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"2022-04-14",1,2022,"abundance","pevGARCH","all","SH",90,0.95,0.495677717392716,0,3,"2378.19",2378,NA,552,217,554,552,566,-2,NA,NA
"2022-04-14",3,2022,"abundance","pevGARCH","all","SH",90,0.95,0.754809576089216,0,3,"2378.19",2378,NA,553,217,554,552,566,-1,NA,NA
"2022-04-14",4,2022,"abundance","pevGARCH","all","SH",90,0.95,0.886696154835135,0,4,"2378.19",2378,NA,554,217,554,552,566,0,NA,NA
"2022-04-14",4,2022,"abundance","pevGARCH","all","SH",90,0.95,0.935900876431892,0,4,"2378.19",2378,NA,555,217,554,552,566,1,NA,NA
"2022-04-14",5,2022,"abundance","pevGARCH","all","SH",90,0.95,0.928278190818495,0,4,"2378.19",2378,NA,556,217,554,552,566,2,NA,NA
"2022-04-14",6,2022,"abundance","pevGARCH","all","SH",90,0.95,0.889282252372691,0,3,"2378.19",2378,NA,557,217,554,552,566,3,NA,NA
"2022-04-14",7,2022,"abundance","pevGARCH","all","SH",90,0.95,0.840476557114039,0,4,"2378.19",2378,NA,558,217,554,552,566,4,NA,NA
"2022-04-14",8,2022,"abundance","pevGARCH","all","SH",90,0.95,0.79896980249174,0,4,"2378.19",2378,NA,559,217,554,552,566,5,NA,NA
"2022-04-14",9,2022,"abundance","pevGARCH","all","SH",90,0.95,0.83991878595095,0,4,"2378.19",2378,NA,560,217,554,552,566,6,NA,NA
"2022-04-14",10,2022,"abundance","pevGARCH","all","SH",90,0.95,0.860458371872565,0,3,"2378.19",2378,NA,561,217,554,552,566,7,NA,NA
"2022-04-14",11,2022,"abundance","pevGARCH","all","SH",90,0.95,0.90202717926209,0,3,"2378.19",2378,NA,562,217,554,552,566,8,NA,NA
"2022-04-14",12,2022,"abundance","pevGARCH","all","SH",90,0.95,0.947398790176254,0,4,"2378.19",2378,NA,563,217,554,552,566,9,NA,NA
"2022-04-14",1,2023,"abundance","pevGARCH","all","SH",90,0.95,0.980982427568691,0,4,"2378.19",2378,NA,564,217,554,552,566,10,NA,NA
"2022-04-14",2,2023,"abundance","pevGARCH","all","SH",90,0.95,0.992460747173991,0,4,"2378.19",2378,NA,565,217,554,552,566,11,NA,NA
"2022-04-14",3,2023,"abundance","pevGARCH","all","SH",90,0.95,0.998988497129111,0,4,"2378.19",2378,NA,566,217,554,552,566,12,NA,NA
