"lead_time_newmoons","max_lag","lag_buffer","origin","forecast_date","forecast_month","forecast_year","newmoonnumber","currency","model","dataset","species","estimate","lower_pi","upper_pi","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","confidence_level","forecast_group","old_cast_id","forecast_id"
1,365,60,"2023-04-25","2023-04-25","05","2023",568,"abundance","pGARCH","exclosures","PB",9.849334714219362,4,16,217,567,568,580,0.95,126,,3532
2,365,60,"2023-04-25","2023-04-25","06","2023",569,"abundance","pGARCH","exclosures","PB",9.797259930889448,3,18,217,567,568,580,0.95,126,,3532
3,365,60,"2023-04-25","2023-04-25","07","2023",570,"abundance","pGARCH","exclosures","PB",9.812978918854405,2,21,217,567,568,580,0.95,126,,3532
4,365,60,"2023-04-25","2023-04-25","08","2023",571,"abundance","pGARCH","exclosures","PB",9.877356539263461,2,21,217,567,568,580,0.95,126,,3532
5,365,60,"2023-04-25","2023-04-25","09","2023",572,"abundance","pGARCH","exclosures","PB",10.015142578645335,1,23,217,567,568,580,0.95,126,,3532
6,365,60,"2023-04-25","2023-04-25","10","2023",573,"abundance","pGARCH","exclosures","PB",10.202106931142646,1,24,217,567,568,580,0.95,126,,3532
7,365,60,"2023-04-25","2023-04-25","11","2023",574,"abundance","pGARCH","exclosures","PB",10.372627884104904,1,25,217,567,568,580,0.95,126,,3532
8,365,60,"2023-04-25","2023-04-25","12","2023",575,"abundance","pGARCH","exclosures","PB",10.494757725773725,1,25,217,567,568,580,0.95,126,,3532
9,365,60,"2023-04-25","2023-04-25","01","2024",576,"abundance","pGARCH","exclosures","PB",10.601687911567097,1,25,217,567,568,580,0.95,126,,3532
10,365,60,"2023-04-25","2023-04-25","02","2024",577,"abundance","pGARCH","exclosures","PB",10.736568040371248,1,24,217,567,568,580,0.95,126,,3532
11,365,60,"2023-04-25","2023-04-25","03","2024",578,"abundance","pGARCH","exclosures","PB",10.493435667149372,1,26,217,567,568,580,0.95,126,,3532
12,365,60,"2023-04-25","2023-04-25","04","2024",579,"abundance","pGARCH","exclosures","PB",10.52584863218015,1,25,217,567,568,580,0.95,126,,3532
13,365,60,"2023-04-25","2023-04-25","05","2024",580,"abundance","pGARCH","exclosures","PB",10.692177105834316,1,26,217,567,568,580,0.95,126,,3532
