"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","pevGARCH","controls","DM",20.2556232791809,12,29,0.95,2213,2213.01,NA,552,2022-03-03,1,2022,84,217,553,552,565,-1,NA,NA
"2","abundance","pevGARCH","controls","DM",20.2109495036684,9,32,0.95,2213,2213.01,NA,553,2022-03-03,3,2022,84,217,553,552,565,0,NA,NA
"3","abundance","pevGARCH","controls","DM",20.0576482021364,8,35,0.95,2213,2213.01,NA,554,2022-03-03,4,2022,84,217,553,552,565,1,NA,NA
"4","abundance","pevGARCH","controls","DM",19.3133687890618,7,35,0.95,2213,2213.01,NA,555,2022-03-03,4,2022,84,217,553,552,565,2,NA,NA
"5","abundance","pevGARCH","controls","DM",18.3311043592361,7,32,0.95,2213,2213.01,NA,556,2022-03-03,5,2022,84,217,553,552,565,3,NA,NA
"6","abundance","pevGARCH","controls","DM",17.0950506051158,5,31,0.95,2213,2213.01,NA,557,2022-03-03,6,2022,84,217,553,552,565,4,NA,NA
"7","abundance","pevGARCH","controls","DM",15.9224118488083,4,29,0.95,2213,2213.01,NA,558,2022-03-03,7,2022,84,217,553,552,565,5,NA,NA
"8","abundance","pevGARCH","controls","DM",15.0854046819678,4,28,0.95,2213,2213.01,NA,559,2022-03-03,8,2022,84,217,553,552,565,6,NA,NA
"9","abundance","pevGARCH","controls","DM",14.9672768129956,4,28,0.95,2213,2213.01,NA,560,2022-03-03,9,2022,84,217,553,552,565,7,NA,NA
"10","abundance","pevGARCH","controls","DM",15.1667966247648,3,29,0.95,2213,2213.01,NA,561,2022-03-03,10,2022,84,217,553,552,565,8,NA,NA
"11","abundance","pevGARCH","controls","DM",15.7203455635034,3,29,0.95,2213,2213.01,NA,562,2022-03-03,11,2022,84,217,553,552,565,9,NA,NA
"12","abundance","pevGARCH","controls","DM",16.6412337712366,4,31,0.95,2213,2213.01,NA,563,2022-03-03,12,2022,84,217,553,552,565,10,NA,NA
"13","abundance","pevGARCH","controls","DM",17.4781883255056,4,31,0.95,2213,2213.01,NA,564,2022-03-03,1,2023,84,217,553,552,565,11,NA,NA
"14","abundance","pevGARCH","controls","DM",18.0321409276171,5,32,0.95,2213,2213.01,NA,565,2022-03-03,2,2023,84,217,553,552,565,12,NA,NA
