"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-2.65889905676075,14.6580981105877,3097,"3097.06",,566,2023-03-09,3,2023,122,217,565,566,577,1,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-6.24475353539985,18.2439525892268,3097,"3097.06",,567,2023-03-09,4,2023,122,217,565,566,577,2,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-8.99635879877131,20.9955578525982,3097,"3097.06",,568,2023-03-09,5,2023,122,217,565,566,577,3,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-11.3160971179451,23.3152961717721,3097,"3097.06",,569,2023-03-09,6,2023,122,217,565,566,577,4,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-13.3598409218149,25.3590399756419,3097,"3097.06",,570,2023-03-09,7,2023,122,217,565,566,577,5,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-15.2075341473706,27.2067332011976,3097,"3097.06",,571,2023-03-09,8,2023,122,217,565,566,577,6,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-16.9066682369552,28.9058672907821,3097,"3097.06",,572,2023-03-09,9,2023,122,217,565,566,577,7,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-18.4881869606632,30.4873860144901,3097,"3097.06",,573,2023-03-09,10,2023,122,217,565,566,577,8,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-19.9735841680484,31.9727832218753,3097,"3097.06",,574,2023-03-09,11,2023,122,217,565,566,577,9,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-21.3785095283761,33.377708582203,3097,"3097.06",,575,2023-03-09,12,2023,122,217,565,566,577,10,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-22.7147773535696,34.7139764073965,3097,"3097.06",,576,2023-03-09,1,2024,122,217,565,566,577,11,,
"abundance","ESSS",0.95,"exclosures","PB",5.99959952691347,-23.991566236116,35.990765289943,3097,"3097.06",,577,2023-03-09,2,2024,122,217,565,566,577,12,,
