"","currency","model","dataset","species","estimate","lower_pi","upper_pi","confidence_level","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","jags_logistic","controls","DM",21.154,12.739,29.971,0.95,2590,2590.01,NA,555,2022-06-16,4,2022,99,217,556,555,568,-1,NA,NA
"2","abundance","jags_logistic","controls","DM",34.133,0.382,119.314,0.95,2590,2590.01,NA,556,2022-06-16,5,2022,99,217,556,555,568,0,NA,NA
"3","abundance","jags_logistic","controls","DM",43.007,1.581,196.9,0.95,2590,2590.01,NA,557,2022-06-16,6,2022,99,217,556,555,568,1,NA,NA
"4","abundance","jags_logistic","controls","DM",47.332,0.831,196.9,0.95,2590,2590.01,NA,558,2022-06-16,7,2022,99,217,556,555,568,2,NA,NA
"5","abundance","jags_logistic","controls","DM",49.057,0.484,196.9,0.95,2590,2590.01,NA,559,2022-06-16,8,2022,99,217,556,555,568,3,NA,NA
"6","abundance","jags_logistic","controls","DM",49.393,0.276,196.9,0.95,2590,2590.01,NA,560,2022-06-16,9,2022,99,217,556,555,568,4,NA,NA
"7","abundance","jags_logistic","controls","DM",49.604,0.15,196.9,0.95,2590,2590.01,NA,561,2022-06-16,10,2022,99,217,556,555,568,5,NA,NA
"8","abundance","jags_logistic","controls","DM",49.445,0.084,196.9,0.95,2590,2590.01,NA,562,2022-06-16,11,2022,99,217,556,555,568,6,NA,NA
"9","abundance","jags_logistic","controls","DM",48.665,0.026,196.9,0.95,2590,2590.01,NA,563,2022-06-16,12,2022,99,217,556,555,568,7,NA,NA
"10","abundance","jags_logistic","controls","DM",47.915,0,196.9,0.95,2590,2590.01,NA,564,2022-06-16,1,2023,99,217,556,555,568,8,NA,NA
"11","abundance","jags_logistic","controls","DM",47.118,0,196.9,0.95,2590,2590.01,NA,565,2022-06-16,2,2023,99,217,556,555,568,9,NA,NA
"12","abundance","jags_logistic","controls","DM",45.991,0,196.9,0.95,2590,2590.01,NA,566,2022-06-16,3,2023,99,217,556,555,568,10,NA,NA
"13","abundance","jags_logistic","controls","DM",44.852,0,196.9,0.95,2590,2590.01,NA,567,2022-06-16,4,2023,99,217,556,555,568,11,NA,NA
"14","abundance","jags_logistic","controls","DM",43.945,0,196.9,0.95,2590,2590.01,NA,568,2022-06-16,5,2023,99,217,556,555,568,12,NA,NA
