"currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","nbsGARCH",0.95,"controls","DM",13.9484242545121,7,22,2773,"2773.02",,558,2022-08-11,7,2022,107,217,558,558,570,0,,
"abundance","nbsGARCH",0.95,"controls","DM",13.3607237186421,6,23,2773,"2773.02",,559,2022-08-11,8,2022,107,217,558,558,570,1,,
"abundance","nbsGARCH",0.95,"controls","DM",13.3189435222423,4,25,2773,"2773.02",,560,2022-08-11,9,2022,107,217,558,558,570,2,,
"abundance","nbsGARCH",0.95,"controls","DM",13.8125626521322,4,28,2773,"2773.02",,561,2022-08-11,10,2022,107,217,558,558,570,3,,
"abundance","nbsGARCH",0.95,"controls","DM",14.8205536130282,4,29,2773,"2773.02",,562,2022-08-11,11,2022,107,217,558,558,570,4,,
"abundance","nbsGARCH",0.95,"controls","DM",16.0905487315265,5,31,2773,"2773.02",,563,2022-08-11,12,2022,107,217,558,558,570,5,,
"abundance","nbsGARCH",0.95,"controls","DM",17.3272072840453,5,33,2773,"2773.02",,564,2022-08-11,1,2023,107,217,558,558,570,6,,
"abundance","nbsGARCH",0.95,"controls","DM",18.1855946542093,5,35,2773,"2773.02",,565,2022-08-11,2,2023,107,217,558,558,570,7,,
"abundance","nbsGARCH",0.95,"controls","DM",18.4149817276806,5,34,2773,"2773.02",,566,2022-08-11,3,2023,107,217,558,558,570,8,,
"abundance","nbsGARCH",0.95,"controls","DM",17.8672866907074,5,33,2773,"2773.02",,567,2022-08-11,4,2023,107,217,558,558,570,9,,
"abundance","nbsGARCH",0.95,"controls","DM",16.7894217745631,4,32,2773,"2773.02",,568,2022-08-11,5,2023,107,217,558,558,570,10,,
"abundance","nbsGARCH",0.95,"controls","DM",15.5135266640937,4,29,2773,"2773.02",,569,2022-08-11,6,2023,107,217,558,558,570,11,,
"abundance","nbsGARCH",0.95,"controls","DM",14.3900996540347,3,27,2773,"2773.02",,570,2022-08-11,7,2023,107,217,558,558,570,12,,
