"currency","model","dataset","species","confidence_level","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"abundance","pevGARCH","exclosures","OL",0.95,0.162579539763781,0,1,3114,"3114.04",,566,2023-03-09,3,2023,122,217,565,566,577,1,,
"abundance","pevGARCH","exclosures","OL",0.95,0.200674408349462,0,1,3114,"3114.04",,567,2023-03-09,4,2023,122,217,565,566,577,2,,
"abundance","pevGARCH","exclosures","OL",0.95,0.173095133739845,0,1,3114,"3114.04",,568,2023-03-09,5,2023,122,217,565,566,577,3,,
"abundance","pevGARCH","exclosures","OL",0.95,0.163664929693685,0,1,3114,"3114.04",,569,2023-03-09,6,2023,122,217,565,566,577,4,,
"abundance","pevGARCH","exclosures","OL",0.95,0.15669468925053,0,1,3114,"3114.04",,570,2023-03-09,7,2023,122,217,565,566,577,5,,
"abundance","pevGARCH","exclosures","OL",0.95,0.154131297282218,0,1,3114,"3114.04",,571,2023-03-09,8,2023,122,217,565,566,577,6,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0466341545915485,0,1,3114,"3114.04",,572,2023-03-09,9,2023,122,217,565,566,577,7,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0478464884203364,0,1,3114,"3114.04",,573,2023-03-09,10,2023,122,217,565,566,577,8,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0257174423132907,0,1,3114,"3114.04",,574,2023-03-09,11,2023,122,217,565,566,577,9,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0641362263010961,0,1,3114,"3114.04",,575,2023-03-09,12,2023,122,217,565,566,577,10,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0626169629352429,0,1,3114,"3114.04",,576,2023-03-09,1,2024,122,217,565,566,577,11,,
"abundance","pevGARCH","exclosures","OL",0.95,0.0814844354525701,0,1,3114,"3114.04",,577,2023-03-09,2,2024,122,217,565,566,577,12,,
