"","currency","model","confidence_level","dataset","species","estimate","lower_pi","upper_pi","old_cast_id","forecast_id","origin","newmoonnumber","forecast_date","forecast_month","forecast_year","forecast_group","historic_start_newmoonnumber","historic_end_newmoonnumber","forecast_start_newmoonnumber","forecast_end_newmoonnumber","lead_time_newmoons","max_lag","lag_buffer"
"1","abundance","nbGARCH",0.95,"controls","DM",13.4289602833995,7,21,2815,2815.01,NA,559,2022-08-25,8,2022,109,217,558,559,570,1,NA,NA
"2","abundance","nbGARCH",0.95,"controls","DM",13.7835493461879,5,24,2815,2815.01,NA,560,2022-08-25,9,2022,109,217,558,559,570,2,NA,NA
"3","abundance","nbGARCH",0.95,"controls","DM",14.094506121499,4,25,2815,2815.01,NA,561,2022-08-25,10,2022,109,217,558,559,570,3,NA,NA
"4","abundance","nbGARCH",0.95,"controls","DM",14.44777554568,5,27,2815,2815.01,NA,562,2022-08-25,11,2022,109,217,558,559,570,4,NA,NA
"5","abundance","nbGARCH",0.95,"controls","DM",14.7698982840079,4,27,2815,2815.01,NA,563,2022-08-25,12,2022,109,217,558,559,570,5,NA,NA
"6","abundance","nbGARCH",0.95,"controls","DM",15.0447827021973,4,29,2815,2815.01,NA,564,2022-08-25,1,2023,109,217,558,559,570,6,NA,NA
"7","abundance","nbGARCH",0.95,"controls","DM",15.2969257461925,4,29,2815,2815.01,NA,565,2022-08-25,2,2023,109,217,558,559,570,7,NA,NA
"8","abundance","nbGARCH",0.95,"controls","DM",15.5347051108951,4,30,2815,2815.01,NA,566,2022-08-25,3,2023,109,217,558,559,570,8,NA,NA
"9","abundance","nbGARCH",0.95,"controls","DM",15.6815982250737,3,29,2815,2815.01,NA,567,2022-08-25,4,2023,109,217,558,559,570,9,NA,NA
"10","abundance","nbGARCH",0.95,"controls","DM",15.7823122962021,4,30,2815,2815.01,NA,568,2022-08-25,5,2023,109,217,558,559,570,10,NA,NA
"11","abundance","nbGARCH",0.95,"controls","DM",15.8428783120875,5,29,2815,2815.01,NA,569,2022-08-25,6,2023,109,217,558,559,570,11,NA,NA
"12","abundance","nbGARCH",0.95,"controls","DM",15.8686925928148,5,30,2815,2815.01,NA,570,2022-08-25,7,2023,109,217,558,559,570,12,NA,NA
