"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-09-20",7,2021,545,"abundance","nbGARCH","dm_controls_interp","DM",8.34784401473921,4,15,217,547,1704,67,0.95
"2021-09-20",8,2021,546,"abundance","nbGARCH","dm_controls_interp","DM",9.54440803248967,3,18,217,547,1704,67,0.95
"2021-09-20",9,2021,547,"abundance","nbGARCH","dm_controls_interp","DM",10.5867597872598,3,21,217,547,1704,67,0.95
"2021-09-20",10,2021,548,"abundance","nbGARCH","dm_controls_interp","DM",11.4796225832254,3,22,217,547,1704,67,0.95
"2021-09-20",11,2021,549,"abundance","nbGARCH","dm_controls_interp","DM",12.2331614705042,3,24,217,547,1704,67,0.95
"2021-09-20",12,2021,550,"abundance","nbGARCH","dm_controls_interp","DM",12.8606792034456,3,25,217,547,1704,67,0.95
"2021-09-20",1,2022,551,"abundance","nbGARCH","dm_controls_interp","DM",13.3769808085296,3,26,217,547,1704,67,0.95
"2021-09-20",2,2022,552,"abundance","nbGARCH","dm_controls_interp","DM",13.7969587017869,3,25,217,547,1704,67,0.95
"2021-09-20",3,2022,553,"abundance","nbGARCH","dm_controls_interp","DM",14.1326786755192,3,27,217,547,1704,67,0.95
"2021-09-20",4,2022,554,"abundance","nbGARCH","dm_controls_interp","DM",14.3961098218174,3,27,217,547,1704,67,0.95
"2021-09-20",4,2022,555,"abundance","nbGARCH","dm_controls_interp","DM",14.5976730984389,3,27,217,547,1704,67,0.95
"2021-09-20",5,2022,556,"abundance","nbGARCH","dm_controls_interp","DM",14.7461472709965,3,28,217,547,1704,67,0.95
"2021-09-20",6,2022,557,"abundance","nbGARCH","dm_controls_interp","DM",14.8487347520902,3,28,217,547,1704,67,0.95
"2021-09-20",7,2022,558,"abundance","nbGARCH","dm_controls_interp","DM",14.9569854086405,4,29,217,547,1704,67,0.95
"2021-09-20",8,2022,559,"abundance","nbGARCH","dm_controls_interp","DM",15.0644861854565,4,27,217,547,1704,67,0.95
"2021-09-20",7,2021,545,"abundance","nbGARCH","dm_controls_interp","total",8.34784401473921,3,14,217,547,1704,67,0.95
"2021-09-20",8,2021,546,"abundance","nbGARCH","dm_controls_interp","total",9.54440803248967,3,19,217,547,1704,67,0.95
"2021-09-20",9,2021,547,"abundance","nbGARCH","dm_controls_interp","total",10.5867597872598,3,20,217,547,1704,67,0.95
"2021-09-20",10,2021,548,"abundance","nbGARCH","dm_controls_interp","total",11.4796225832254,3,22,217,547,1704,67,0.95
"2021-09-20",11,2021,549,"abundance","nbGARCH","dm_controls_interp","total",12.2331614705042,3,25,217,547,1704,67,0.95
"2021-09-20",12,2021,550,"abundance","nbGARCH","dm_controls_interp","total",12.8606792034456,3,26,217,547,1704,67,0.95
"2021-09-20",1,2022,551,"abundance","nbGARCH","dm_controls_interp","total",13.3769808085296,3,26,217,547,1704,67,0.95
"2021-09-20",2,2022,552,"abundance","nbGARCH","dm_controls_interp","total",13.7969587017869,3,28,217,547,1704,67,0.95
"2021-09-20",3,2022,553,"abundance","nbGARCH","dm_controls_interp","total",14.1326786755192,3,27,217,547,1704,67,0.95
"2021-09-20",4,2022,554,"abundance","nbGARCH","dm_controls_interp","total",14.3961098218174,3,28,217,547,1704,67,0.95
"2021-09-20",4,2022,555,"abundance","nbGARCH","dm_controls_interp","total",14.5976730984389,3,28,217,547,1704,67,0.95
"2021-09-20",5,2022,556,"abundance","nbGARCH","dm_controls_interp","total",14.7461472709965,3,29,217,547,1704,67,0.95
"2021-09-20",6,2022,557,"abundance","nbGARCH","dm_controls_interp","total",14.8487347520902,3,29,217,547,1704,67,0.95
"2021-09-20",7,2022,558,"abundance","nbGARCH","dm_controls_interp","total",14.9569854086405,3,28,217,547,1704,67,0.95
"2021-09-20",8,2022,559,"abundance","nbGARCH","dm_controls_interp","total",15.0644861854565,3,28,217,547,1704,67,0.95
